GO_ID	GO_Name	Aspect	Accession_Count	Accessions
GO:0016491	oxidoreductase activity	Molecular_Function	314	Dcitr03g1881012;Dcitr00g0480011;Dcitr03g0927011;Dcitr13g0160011;Dcitr06g0940011;Dcitr01g1820011;Dcitr01g0896011;Dcitr08g0652012;Dcitr05g0662011;Dcitr07g0922011;Dcitr05g0595011;Dcitr04g0830011;Dcitr03g0816011;Dcitr03g0598011;Dcitr06g1167011;Dcitr10g0454013;Dcitr11g0450012;Dcitr05g1508011;Dcitr12g0282011;Dcitr05g1117012;Dcitr00g1281011;Dcitr00g0430011;Dcitr12g0677011;Dcitr05g0897011;Dcitr03g1884011;Dcitr07g0550011;Dcitr07g1043011;Dcitr00g0988011;Dcitr10g0322011;Dcitr06g0446011;Dcitr08g0299011;Dcitr12g0646011;Dcitr06g1168011;Dcitr01g2043011;Dcitr02g0951011;Dcitr04g1497011;Dcitr00g1315011;Dcitr01g0562011;Dcitr04g0488011;Dcitr06g1166011;Dcitr04g1034011;Dcitr10g0106011;Dcitr04g0674011;Dcitr03g0780011;Dcitr04g0831011;Dcitr00g0349011;Dcitr02g1501011;Dcitr10g0111012;Dcitr13g0221012;Dcitr07g0817011;Dcitr03g0602011;Dcitr01g0161011;Dcitr13g0572013;Dcitr06g0957011;Dcitr06g0488013;Dcitr03g0175011;Dcitr11g0579011;Dcitr04g1381011;Dcitr05g1329011;Dcitr03g1685011;Dcitr03g0597011;Dcitr10g0454011;Dcitr04g0942011;Dcitr13g0239011;Dcitr01g0568011;Dcitr05g1071011;Dcitr04g0577011;Dcitr13g0237011;Dcitr01g1690011;Dcitr07g0905011;Dcitr06g0488011;Dcitr02g0721011;Dcitr01g0126011;Dcitr00g0670011;Dcitr00g1367011;Dcitr10g0454012;Dcitr11g0228011;Dcitr07g0194011;Dcitr13g0160012;Dcitr00g1111011;Dcitr00g0735011;Dcitr05g0653011;Dcitr01g0450011;Dcitr07g0548011;Dcitr02g1062011;Dcitr01g1521011;Dcitr02g0543011;Dcitr10g0709011;Dcitr03g0277011;Dcitr00g0525011;Dcitr06g0685011;Dcitr12g0831011;Dcitr01g0629011;Dcitr12g0677013;Dcitr03g0463011;Dcitr00g1349011;Dcitr04g0936011;Dcitr03g0463012;Dcitr02g1938011;Dcitr05g1617011;Dcitr06g1163011;Dcitr04g0655011;Dcitr12g0645011;Dcitr06g0105011;Dcitr12g0607011;Dcitr01g1814011;Dcitr01g0524011;Dcitr03g0601011;Dcitr10g0125011;Dcitr02g0995011;Dcitr12g0642011;Dcitr03g0286011;Dcitr00g0931011;Dcitr12g0389011;Dcitr02g1628011;Dcitr02g0222011;Dcitr00g1008011;Dcitr12g0607012;Dcitr07g0819011;Dcitr13g0653011;Dcitr02g1496011;Dcitr00g0321011;Dcitr02g1058012;Dcitr10g0879011;Dcitr11g0450011;Dcitr06g0100011;Dcitr08g1168011;Dcitr10g0111011;Dcitr02g1739011;Dcitr09g0132011;Dcitr07g0915011;Dcitr10g0879014;Dcitr06g0488012;Dcitr06g0453011;Dcitr05g1121011;Dcitr10g0879012;Dcitr13g0238011;Dcitr12g0708011;Dcitr00g0458011;Dcitr02g1060011;Dcitr11g0450015;Dcitr08g0652011;Dcitr03g0722011;Dcitr01g0568012;Dcitr01g0860011;Dcitr10g1007011;Dcitr01g0366011;Dcitr12g0985011;Dcitr04g1031011;Dcitr01g0224011;Dcitr08g0616011;Dcitr05g1617012;Dcitr00g0332011;Dcitr00g1104011;Dcitr13g0572011;Dcitr12g0282012;Dcitr13g0221011;Dcitr08g0652013;Dcitr07g0918011;Dcitr03g0172011;Dcitr01g0860012;Dcitr02g0367011;Dcitr13g0572012;Dcitr11g0580011;Dcitr08g0141011;Dcitr13g0327011;Dcitr05g1067011;Dcitr06g0485011;Dcitr04g0346011;Dcitr06g1164011;Dcitr09g0296011;Dcitr02g1918011;Dcitr02g0221011;Dcitr02g0206011;Dcitr05g0578011;Dcitr02g0224011;Dcitr00g0699011;Dcitr05g1137011;Dcitr04g0941011;Dcitr13g0159011;Dcitr13g0653013;Dcitr10g0961011;Dcitr10g0712011;Dcitr02g0722011;Dcitr01g1522011;Dcitr10g0130011;Dcitr02g0179011;Dcitr10g1000011;Dcitr04g0582011;Dcitr01g2044011;Dcitr01g1521012;Dcitr06g0316011;Dcitr01g0895011;Dcitr10g0109011;Dcitr03g1642011;Dcitr02g0942011;Dcitr04g0666011;Dcitr05g0644011;Dcitr12g0190011;Dcitr03g2057011;Dcitr02g0990011;Dcitr04g0582012;Dcitr01g1706011;Dcitr00g0707011;Dcitr03g0855011;Dcitr03g0663011;Dcitr08g0283011;Dcitr12g0610011;Dcitr12g0273011;Dcitr12g0833011;Dcitr11g0780011;Dcitr03g2059011;Dcitr11g0450014;Dcitr12g0677014;Dcitr12g0384011;Dcitr08g1052011;Dcitr03g1488011;Dcitr04g0672011;Dcitr07g0818011;Dcitr06g1169011;Dcitr03g1490011;Dcitr00g0958011;Dcitr10g0316011;Dcitr07g0548012;Dcitr13g0549011;Dcitr02g1355011;Dcitr05g0885011;Dcitr01g1897011;Dcitr12g0677012;Dcitr04g1506011;Dcitr04g0233011;Dcitr03g1139011;Dcitr03g0458011;Dcitr03g0106011;Dcitr08g0645011;Dcitr05g1114011;Dcitr03g1881011;Dcitr05g1117011;Dcitr13g0240011;Dcitr05g0172011;Dcitr07g0200011;Dcitr01g0568013;Dcitr01g1450011;Dcitr05g1485011;Dcitr03g1643011;Dcitr10g0408011;Dcitr01g1446011;Dcitr00g0682011;Dcitr06g0457011;Dcitr10g0189011;Dcitr04g0968011;Dcitr11g0450013;Dcitr00g1104012;Dcitr02g1058011;Dcitr03g0754011;Dcitr00g0799011;Dcitr01g0391011;Dcitr01g0164011;Dcitr07g0338011;Dcitr07g0904011;Dcitr01g0216011;Dcitr01g0983011;Dcitr06g0971011;Dcitr11g0784011;Dcitr00g0960011;Dcitr05g0597011;Dcitr03g0931011;Dcitr13g0653012;Dcitr06g0317011;Dcitr00g1014011;Dcitr05g0174011;Dcitr01g0568014;Dcitr01g0363011;Dcitr00g0443011;Dcitr03g1486011;Dcitr01g1297011;Dcitr02g1060012;Dcitr13g0545011;Dcitr04g1397011;Dcitr08g0615011;Dcitr04g0420011;Dcitr11g0710011;Dcitr02g1412011;Dcitr03g0777011;Dcitr03g0281011;Dcitr04g0962011;Dcitr09g0441011;Dcitr05g1617013;Dcitr04g1331011;Dcitr07g1121011;Dcitr00g0676011;Dcitr12g0494011;Dcitr12g0281011;Dcitr05g0194011;Dcitr11g0786011;Dcitr13g0239012;Dcitr06g0442011;Dcitr10g0892011;Dcitr08g1048011;Dcitr03g0776011;Dcitr10g0113011;Dcitr00g0644011;Dcitr01g1710011;Dcitr10g0879013;Dcitr06g0691011;Dcitr06g0451011;Dcitr02g0270011;Dcitr03g0757011;Dcitr04g1041011;Dcitr03g1491011;Dcitr01g1448011;Dcitr02g1739012;Dcitr08g1207011;Dcitr03g1864011
GO:0035999	tetrahydrofolate interconversion	Biological_Process	1	Dcitr07g0824011
GO:0007059	chromosome segregation	Biological_Process	3	Dcitr01g1890011;Dcitr01g1885011;Dcitr01g1895011
GO:0008146	sulfotransferase activity	Molecular_Function	24	Dcitr04g1368011;Dcitr02g1193011;Dcitr00g1083011;Dcitr04g1469011;Dcitr01g1667011;Dcitr10g0183011;Dcitr13g0457011;Dcitr07g0768011;Dcitr12g1007011;Dcitr12g1012011;Dcitr08g0184011;Dcitr09g0331011;Dcitr09g0332011;Dcitr07g0757011;Dcitr04g1368012;Dcitr09g0330011;Dcitr04g1472011;Dcitr09g0326011;Dcitr12g0164011;Dcitr02g1162011;Dcitr12g0162011;Dcitr09g0676011;Dcitr09g0329011;Dcitr08g0184012
GO:0008474	palmitoyl-(protein) hydrolase activity	Molecular_Function	2	Dcitr10g0580011;Dcitr10g0575011
GO:0060179	male mating behavior	Biological_Process	8	Dcitr06g1015011;Dcitr03g0690011;Dcitr06g0995011;Dcitr03g0681011;Dcitr03g0686011;Dcitr03g0687011;Dcitr03g0689011;Dcitr06g0993011
GO:0004691	cAMP-dependent protein kinase activity	Molecular_Function	1	Dcitr08g0132011
GO:0006164	purine nucleotide biosynthetic process	Biological_Process	8	Dcitr07g0379011;Dcitr00g0682011;Dcitr01g1603011;Dcitr01g1599012;Dcitr03g0880012;Dcitr08g0592011;Dcitr03g0880011;Dcitr01g1599011
GO:0003987	acetate-CoA ligase activity	Molecular_Function	2	Dcitr05g1604011;Dcitr05g1604012
GO:0006541	glutamine metabolic process	Biological_Process	2	Dcitr01g1942011;Dcitr01g1942012
GO:0006897	endocytosis	Biological_Process	11	Dcitr12g0477011;Dcitr12g0479011;Dcitr07g1075011;Dcitr02g1419011;Dcitr07g1073011;Dcitr10g0202011;Dcitr08g0409011;Dcitr13g0593011;Dcitr07g1076011;Dcitr10g0218011;Dcitr08g1150011
GO:0005778	peroxisomal membrane	Cellular_Component	5	Dcitr00g0167011;Dcitr00g0108012;Dcitr00g0106011;Dcitr00g0108011;Dcitr02g1158011
GO:0005537	mannose binding	Molecular_Function	2	Dcitr08g0549011;Dcitr08g0549012
GO:0016435	rRNA (guanine) methyltransferase activity	Molecular_Function	2	Dcitr11g0611011;Dcitr11g0633011
GO:0098656	anion transmembrane transport	Biological_Process	3	Dcitr01g0371012;Dcitr01g0371013;Dcitr01g0371011
GO:0004692	cGMP-dependent protein kinase activity	Molecular_Function	2	Dcitr01g0104011;Dcitr06g0615011
GO:0015269	calcium-activated potassium channel activity	Molecular_Function	2	Dcitr11g0913013;Dcitr11g0913012
GO:0004824	lysine-tRNA ligase activity	Molecular_Function	1	Dcitr04g0549011
GO:0048011	neurotrophin TRK receptor signaling pathway	Biological_Process	1	Dcitr06g1488011
GO:0033557	Slx1-Slx4 complex	Cellular_Component	1	Dcitr03g1969011
GO:0034066	RIC1-RGP1 guanyl-nucleotide exchange factor complex	Cellular_Component	1	Dcitr13g0144011
GO:0003713	transcription coactivator activity	Molecular_Function	7	Dcitr04g0169011;Dcitr08g0780011;Dcitr04g0872011;Dcitr04g0427011;Dcitr04g0873011;Dcitr07g0829011;Dcitr07g0830011
GO:0007099	centriole replication	Biological_Process	7	Dcitr05g0515011;Dcitr06g1556011;Dcitr05g0513011;Dcitr01g2042011;Dcitr05g0518011;Dcitr05g0519011;Dcitr06g1555011
GO:0044877	protein-containing complex binding	Molecular_Function	2	Dcitr01g2006011;Dcitr13g0675011
GO:0005635	nuclear envelope	Cellular_Component	1	Dcitr00g0602011
GO:0006811	ion transport	Biological_Process	144	Dcitr03g0591011;Dcitr00g0764011;Dcitr08g0945012;Dcitr01g0926011;Dcitr07g0736011;Dcitr06g0215012;Dcitr02g0488011;Dcitr11g0156011;Dcitr08g1153011;Dcitr02g1401011;Dcitr07g1160011;Dcitr11g0131011;Dcitr08g0741011;Dcitr07g1153011;Dcitr07g0680011;Dcitr07g0733011;Dcitr03g1552011;Dcitr06g0187011;Dcitr02g0917012;Dcitr01g1180011;Dcitr03g0886011;Dcitr08g0505011;Dcitr05g1382011;Dcitr08g1154011;Dcitr07g0176011;Dcitr05g0135011;Dcitr08g1055011;Dcitr10g0262011;Dcitr08g1159011;Dcitr13g0209012;Dcitr08g0537011;Dcitr08g0747011;Dcitr09g0664011;Dcitr11g0130011;Dcitr00g0976011;Dcitr06g0352011;Dcitr11g0129011;Dcitr08g0285011;Dcitr00g0437011;Dcitr08g1162011;Dcitr05g1414011;Dcitr02g0435011;Dcitr02g1179011;Dcitr08g0506011;Dcitr01g1512011;Dcitr02g1113011;Dcitr01g0842011;Dcitr05g0223012;Dcitr08g0110013;Dcitr01g1243011;Dcitr02g0437011;Dcitr03g1552012;Dcitr03g0809011;Dcitr03g1781011;Dcitr07g1152011;Dcitr07g1156011;Dcitr07g1158011;Dcitr08g0728011;Dcitr03g1551011;Dcitr02g0916011;Dcitr06g0260011;Dcitr00g1487011;Dcitr11g0607011;Dcitr02g0806011;Dcitr07g0177011;Dcitr07g0594011;Dcitr06g1119011;Dcitr08g0539011;Dcitr02g1117011;Dcitr06g0369011;Dcitr05g0137011;Dcitr04g1189011;Dcitr08g0511011;Dcitr07g1159011;Dcitr06g0269011;Dcitr13g0209011;Dcitr07g0735011;Dcitr02g1277011;Dcitr05g0223011;Dcitr08g0747012;Dcitr05g1413011;Dcitr02g0917013;Dcitr02g0916012;Dcitr02g1180011;Dcitr06g0215011;Dcitr08g0110012;Dcitr11g0606011;Dcitr03g0883011;Dcitr11g0637011;Dcitr06g0913011;Dcitr02g0437012;Dcitr08g0540011;Dcitr04g0449011;Dcitr03g1778011;Dcitr05g0158011;Dcitr10g0694011;Dcitr03g1561011;Dcitr05g0138011;Dcitr07g1145011;Dcitr03g1776011;Dcitr01g1244011;Dcitr05g1415011;Dcitr03g0810011;Dcitr10g0537011;Dcitr11g0842011;Dcitr02g0489011;Dcitr06g0347011;Dcitr08g0945011;Dcitr08g0285012;Dcitr08g0507011;Dcitr11g0843011;Dcitr01g0843011;Dcitr03g0464011;Dcitr11g0132011;Dcitr13g0211011;Dcitr03g1780011;Dcitr08g1164011;Dcitr01g0846011;Dcitr08g0739011;Dcitr08g0110011;Dcitr11g0134011;Dcitr13g0326011;Dcitr02g0437013;Dcitr00g0963011;Dcitr13g0355011;Dcitr06g0368011;Dcitr11g0488011;Dcitr05g1727011;Dcitr02g1545011;Dcitr08g0510011;Dcitr10g0162011;Dcitr01g1516011;Dcitr11g0133011;Dcitr01g0845011;Dcitr08g1167011;Dcitr06g0267011;Dcitr00g0436011;Dcitr05g0164011;Dcitr02g1119011;Dcitr08g0742011;Dcitr02g0917011;Dcitr08g0514011;Dcitr01g0924011;Dcitr02g0434011
GO:0052824	dolichyl-pyrophosphate Man7GlcNAc2 alpha-1,6-mannosyltransferase activity	Molecular_Function	3	Dcitr03g1519012;Dcitr03g1519011;Dcitr03g1521011
GO:0071266	'de novo' L-methionine biosynthetic process	Biological_Process	1	Dcitr00g0692011
GO:0042626	ATPase-coupled transmembrane transporter activity	Molecular_Function	37	Dcitr05g0203011;Dcitr02g1294011;Dcitr02g1281011;Dcitr04g1299011;Dcitr01g2073011;Dcitr09g0454011;Dcitr01g1812011;Dcitr02g1282011;Dcitr08g1188011;Dcitr01g1270011;Dcitr10g0706011;Dcitr02g0804011;Dcitr10g0717011;Dcitr01g1810011;Dcitr11g0881011;Dcitr02g1292012;Dcitr05g0689011;Dcitr11g0727011;Dcitr04g1298011;Dcitr09g0203011;Dcitr09g0453011;Dcitr05g0687011;Dcitr00g0302011;Dcitr02g0257011;Dcitr02g1683011;Dcitr02g1678011;Dcitr04g1300011;Dcitr02g1292011;Dcitr09g0210011;Dcitr11g0727012;Dcitr02g1679011;Dcitr01g1812012;Dcitr08g1191011;Dcitr04g1302011;Dcitr00g0780011;Dcitr02g0252011;Dcitr02g1679012
GO:0004407	histone deacetylase activity	Molecular_Function	7	Dcitr04g1401011;Dcitr12g0674011;Dcitr05g1195011;Dcitr05g1193011;Dcitr04g1381011;Dcitr02g0719011;Dcitr04g1401012
GO:0071339	MLL1 complex	Cellular_Component	4	Dcitr02g0892011;Dcitr03g0319011;Dcitr04g0479011;Dcitr02g0894011
GO:0016504	peptidase activator activity	Molecular_Function	4	Dcitr03g0908011;Dcitr03g0901011;Dcitr03g0914011;Dcitr03g0900011
GO:0006518	peptide metabolic process	Biological_Process	3	Dcitr04g1012011;Dcitr13g0361011;Dcitr13g0358011
GO:0005267	potassium channel activity	Molecular_Function	14	Dcitr11g0110011;Dcitr11g0124011;Dcitr11g0112011;Dcitr09g0720011;Dcitr03g0379011;Dcitr02g1300011;Dcitr02g1305011;Dcitr11g0111011;Dcitr11g0120011;Dcitr08g0881011;Dcitr01g0894011;Dcitr11g0121011;Dcitr08g0200011;Dcitr03g0373011
GO:0000164	protein phosphatase type 1 complex	Cellular_Component	4	Dcitr11g0230011;Dcitr01g0350011;Dcitr11g0234011;Dcitr03g1450011
GO:0003755	peptidyl-prolyl cis-trans isomerase activity	Molecular_Function	35	Dcitr08g0851011;Dcitr10g0876011;Dcitr07g0554011;Dcitr06g1117011;Dcitr02g1054011;Dcitr02g0662011;Dcitr05g1455011;Dcitr06g1446011;Dcitr12g0877011;Dcitr06g1535011;Dcitr12g0170013;Dcitr10g0872011;Dcitr05g0319011;Dcitr04g0282011;Dcitr12g0880011;Dcitr06g0839011;Dcitr06g1537011;Dcitr12g0170012;Dcitr10g0874011;Dcitr05g0734011;Dcitr13g0620011;Dcitr07g0984011;Dcitr02g1057011;Dcitr12g0702011;Dcitr04g0282012;Dcitr12g0703011;Dcitr02g1641011;Dcitr05g0731011;Dcitr00g0186011;Dcitr12g0170011;Dcitr07g0986011;Dcitr07g0546011;Dcitr12g0861011;Dcitr05g0317011;Dcitr06g1108011
GO:0005853	eukaryotic translation elongation factor 1 complex	Cellular_Component	2	Dcitr01g1397011;Dcitr01g0450011
GO:0006098	pentose-phosphate shunt	Biological_Process	5	Dcitr06g1089011;Dcitr12g0494011;Dcitr05g1285011;Dcitr00g0430011;Dcitr00g0380011
GO:0006685	sphingomyelin catabolic process	Biological_Process	3	Dcitr00g1037012;Dcitr00g1037011;Dcitr01g0425011
GO:0004364	glutathione transferase activity	Molecular_Function	5	Dcitr05g0504012;Dcitr00g0874011;Dcitr02g0143011;Dcitr05g0504011;Dcitr05g0504013
GO:0006606	protein import into nucleus	Biological_Process	17	Dcitr05g1318011;Dcitr04g0161011;Dcitr00g0972011;Dcitr00g0852011;Dcitr05g1423013;Dcitr05g1423012;Dcitr02g1228011;Dcitr05g1423014;Dcitr04g0164011;Dcitr05g1422011;Dcitr05g1423011;Dcitr00g0851011;Dcitr04g0710011;Dcitr02g1943011;Dcitr05g1424011;Dcitr02g1234011;Dcitr09g0338011
GO:0005681	spliceosomal complex	Cellular_Component	19	Dcitr10g0600011;Dcitr03g1317011;Dcitr06g0529011;Dcitr03g0237011;Dcitr06g0529012;Dcitr03g0256011;Dcitr01g2050011;Dcitr12g0165011;Dcitr04g1185011;Dcitr03g1323011;Dcitr00g0440011;Dcitr04g0875011;Dcitr03g0243011;Dcitr04g0874011;Dcitr03g1619011;Dcitr10g0356011;Dcitr06g1102011;Dcitr01g2039011;Dcitr10g0604011
GO:0008190	eukaryotic initiation factor 4E binding	Molecular_Function	4	Dcitr04g0546011;Dcitr01g0199011;Dcitr01g0194011;Dcitr01g0193011
GO:0008380	RNA splicing	Biological_Process	4	Dcitr03g0763011;Dcitr02g1643011;Dcitr01g2050011;Dcitr01g2039011
GO:0048500	signal recognition particle	Cellular_Component	6	Dcitr04g0144011;Dcitr07g1146011;Dcitr04g0490011;Dcitr07g1150011;Dcitr07g1151011;Dcitr03g1833011
GO:0007268	chemical synaptic transmission	Biological_Process	4	Dcitr11g0200011;Dcitr11g0202011;Dcitr10g0975011;Dcitr11g0201011
GO:0042132	fructose 1,6-bisphosphate 1-phosphatase activity	Molecular_Function	2	Dcitr11g0808011;Dcitr11g0807011
GO:0055087	Ski complex	Cellular_Component	4	Dcitr02g2009011;Dcitr02g2010011;Dcitr02g2004011;Dcitr02g2005011
GO:0005673	transcription factor TFIIE complex	Cellular_Component	1	Dcitr05g1375011
GO:0000922	spindle pole	Cellular_Component	10	Dcitr05g0497012;Dcitr01g2032011;Dcitr03g0867011;Dcitr06g0214011;Dcitr01g2037011;Dcitr05g0492011;Dcitr05g0497011;Dcitr07g0444011;Dcitr01g2035011;Dcitr03g0868011
GO:1901135	carbohydrate derivative metabolic process	Biological_Process	3	Dcitr06g0629012;Dcitr06g0624011;Dcitr06g0629011
GO:0046933	proton-transporting ATP synthase activity, rotational mechanism	Molecular_Function	14	Dcitr12g0517011;Dcitr02g1222011;Dcitr05g1059011;Dcitr02g1220011;Dcitr12g0519011;Dcitr00g1088011;Dcitr12g0520011;Dcitr05g0917011;Dcitr01g1215011;Dcitr09g0962011;Dcitr05g1053011;Dcitr13g0535011;Dcitr00g0678011;Dcitr00g0514011
GO:0019799	tubulin N-acetyltransferase activity	Molecular_Function	1	Dcitr05g0196011
GO:0004521	endoribonuclease activity	Molecular_Function	13	Dcitr06g0270011;Dcitr03g0677011;Dcitr06g0268011;Dcitr05g1486011;Dcitr04g0701011;Dcitr03g1722011;Dcitr05g1487011;Dcitr06g1329011;Dcitr06g1335011;Dcitr06g1335012;Dcitr03g1735011;Dcitr03g1719011;Dcitr03g0680011
GO:0018025	calmodulin-lysine N-methyltransferase activity	Molecular_Function	1	Dcitr02g1230011
GO:0042373	vitamin K metabolic process	Biological_Process	1	Dcitr12g0204011
GO:0004451	isocitrate lyase activity	Molecular_Function	1	Dcitr00g1176011
GO:0007224	smoothened signaling pathway	Biological_Process	1	Dcitr01g1665011
GO:0005657	replication fork	Cellular_Component	1	Dcitr12g0173011
GO:0019781	NEDD8 activating enzyme activity	Molecular_Function	2	Dcitr05g1565011;Dcitr07g1040011
GO:0051301	cell division	Biological_Process	3	Dcitr01g1890011;Dcitr01g1885011;Dcitr01g1895011
GO:0000974	Prp19 complex	Cellular_Component	3	Dcitr10g0691011;Dcitr10g0693011;Dcitr10g0690011
GO:0005689	U12-type spliceosomal complex	Cellular_Component	3	Dcitr01g1294011;Dcitr00g1355011;Dcitr01g1318011
GO:0046654	tetrahydrofolate biosynthetic process	Biological_Process	4	Dcitr04g0325011;Dcitr04g0307011;Dcitr08g1090011;Dcitr08g1086011
GO:0004420	hydroxymethylglutaryl-CoA reductase (NADPH) activity	Molecular_Function	1	Dcitr13g0387011
GO:0051694	pointed-end actin filament capping	Biological_Process	2	Dcitr07g0728011;Dcitr07g0726011
GO:0004349	glutamate 5-kinase activity	Molecular_Function	4	Dcitr03g0754011;Dcitr03g0755012;Dcitr03g0757011;Dcitr03g0755011
GO:0097367	carbohydrate derivative binding	Molecular_Function	3	Dcitr06g0629011;Dcitr06g0624011;Dcitr06g0629012
GO:0004368	glycerol-3-phosphate dehydrogenase (quinone) activity	Molecular_Function	1	Dcitr04g1331011
GO:0017119	Golgi transport complex	Cellular_Component	7	Dcitr05g0491011;Dcitr11g0292011;Dcitr04g1361011;Dcitr05g0498011;Dcitr02g0745011;Dcitr03g0539011;Dcitr02g0747011
GO:0101005	ubiquitinyl hydrolase activity	Molecular_Function	1	Dcitr07g1281011
GO:0004649	poly(ADP-ribose) glycohydrolase activity	Molecular_Function	2	Dcitr09g0375011;Dcitr06g1231011
GO:0016844	strictosidine synthase activity	Molecular_Function	2	Dcitr03g1263011;Dcitr03g1397011
GO:0015858	nucleoside transport	Biological_Process	2	Dcitr11g0967011;Dcitr11g0966011
GO:0006102	isocitrate metabolic process	Biological_Process	2	Dcitr08g0492011;Dcitr08g0502011
GO:0008612	peptidyl-lysine modification to peptidyl-hypusine	Biological_Process	4	Dcitr05g1608011;Dcitr05g1636011;Dcitr05g1614011;Dcitr05g1638011
GO:0004862	cAMP-dependent protein kinase inhibitor activity	Molecular_Function	1	Dcitr00g1168011
GO:0004613	phosphoenolpyruvate carboxykinase (GTP) activity	Molecular_Function	2	Dcitr08g0276011;Dcitr05g1024011
GO:0006120	mitochondrial electron transport, NADH to ubiquinone	Biological_Process	5	Dcitr13g0509011;Dcitr05g1349011;Dcitr05g1351011;Dcitr13g0510012;Dcitr13g0510011
