Accession_ID	InterPro_Count	InterPro_IDs	InterPro_Types_and_Names
Dcitr06g1166011	3	IPR013766;IPR000866;IPR036249	"DOMAIN:Thioredoxin_domain";"DOMAIN:AhpC/TSA";"HOMOLOGOUS_SUPERFAMILY:Thioredoxin-like_sf"
Dcitr10g0870011	3	IPR032108;IPR000938;IPR036859	"DOMAIN:CLIP1_ZNF";"DOMAIN:CAP-Gly_domain";"HOMOLOGOUS_SUPERFAMILY:CAP-Gly_dom_sf"
Dcitr02g1065011	2	IPR000682;IPR029063	"FAMILY:PCMT";"HOMOLOGOUS_SUPERFAMILY:SAM-dependent_MTases"
Dcitr00g0433011	7	IPR002083;IPR008974;IPR027138;IPR013083;IPR001293;IPR043211;IPR012227	"DOMAIN:MATH/TRAF_dom";"HOMOLOGOUS_SUPERFAMILY:TRAF-like";"FAMILY:TRAF4";"HOMOLOGOUS_SUPERFAMILY:Znf_RING/FYVE/PHD";"DOMAIN:Znf_TRAF";"FAMILY:TNF_rcpt-assoc_TRAF";"FAMILY:TNF_rcpt-assoc_TRAF_met"
Dcitr03g0342011	2	IPR035963;IPR019748	"HOMOLOGOUS_SUPERFAMILY:FERM_2";"DOMAIN:FERM_central"
Dcitr00g0611011	2	IPR013083;IPR001841	"HOMOLOGOUS_SUPERFAMILY:Znf_RING/FYVE/PHD";"DOMAIN:Znf_RING"
Dcitr12g0658011	2	IPR011004;IPR001451	"HOMOLOGOUS_SUPERFAMILY:Trimer_LpxA-like_sf";"REPEAT:Hexapep"
Dcitr07g1141011	1	IPR036514	"HOMOLOGOUS_SUPERFAMILY:SGNH_hydro_sf"
Dcitr06g1205011	2	IPR002656;IPR006621	"DOMAIN:Acyl_transf_3";"DOMAIN:Nose-resist-to-fluoxetine_N"
Dcitr00g1259011	6	IPR005707;IPR018130;IPR023591;IPR001865;IPR027498;IPR032281	"FAMILY:Ribosomal_S2_euk/arc";"CONSERVED_SITE:Ribosomal_S2_CS";"HOMOLOGOUS_SUPERFAMILY:Ribosomal_S2_flav_dom_sf";"FAMILY:Ribosomal_S2";"FAMILY:Ribosomal_S2_euk";"DOMAIN:40S_SA_C"
Dcitr01g1010011	6	IPR036645;IPR003961;IPR036116;IPR042447;IPR013783;IPR008197	"HOMOLOGOUS_SUPERFAMILY:Elafin-like_sf";"DOMAIN:FN3_dom";"HOMOLOGOUS_SUPERFAMILY:FN3_sf";"FAMILY:Anosmin-1";"HOMOLOGOUS_SUPERFAMILY:Ig-like_fold";"DOMAIN:WAP_dom"
Dcitr02g1510011	2	IPR007369;IPR006639	"FAMILY:Peptidase_A22B_SPP";"FAMILY:Preselin/SPP"
Dcitr04g0303011	1	IPR026847	"FAMILY:VPS13"
Dcitr07g0311011	3	IPR013584;IPR013579;IPR010622	"DOMAIN:RAP";"DOMAIN:FAST_2";"DOMAIN:FAST_Leu-rich"
Dcitr05g0830011	1	IPR022709	"FAMILY:SCAI"
Dcitr12g0533011	1	IPR001007	"DOMAIN:VWF_dom"
Dcitr06g0658011	7	IPR013155;IPR009008;IPR033709;IPR002300;IPR002301;IPR014729;IPR009080	"DOMAIN:M/V/L/I-tRNA-synth_anticd-bd";"HOMOLOGOUS_SUPERFAMILY:Val/Leu/Ile-tRNA-synth_edit";"DOMAIN:Anticodon_Ile_ABEc";"DOMAIN:aa-tRNA-synth_Ia";"FAMILY:Ile-tRNA-ligase";"HOMOLOGOUS_SUPERFAMILY:Rossmann-like_a/b/a_fold";"HOMOLOGOUS_SUPERFAMILY:tRNAsynth_Ia_anticodon-bd"
Dcitr00g0430011	8	IPR036291;IPR013328;IPR006114;IPR006184;IPR006183;IPR006113;IPR008927;IPR006115	"HOMOLOGOUS_SUPERFAMILY:NAD(P)-bd_dom_sf";"HOMOLOGOUS_SUPERFAMILY:6PGD_dom2";"DOMAIN:6PGDH_C";"BINDING_SITE:6PGdom_BS";"FAMILY:Pgluconate_DH";"FAMILY:6PGDH_Gnd/GntZ";"HOMOLOGOUS_SUPERFAMILY:6-PGluconate_DH-like_C_sf";"DOMAIN:6PGDH_NADP-bd"
Dcitr03g1837013	4	IPR002469;IPR001375;IPR038554;IPR029058	"DOMAIN:Peptidase_S9B_N";"DOMAIN:Peptidase_S9";"HOMOLOGOUS_SUPERFAMILY:Peptidase_S9B_N_sf";"HOMOLOGOUS_SUPERFAMILY:AB_hydrolase"
Dcitr12g0677011	3	IPR036291;IPR020904;IPR002347	"HOMOLOGOUS_SUPERFAMILY:NAD(P)-bd_dom_sf";"CONSERVED_SITE:Sc_DH/Rdtase_CS";"FAMILY:SDR_fam"
Dcitr04g1352011	2	IPR036002;IPR000956	"HOMOLOGOUS_SUPERFAMILY:Stathmin_sf";"FAMILY:Stathmin_fam"
Dcitr03g0362011	3	IPR036465;IPR003903;IPR002035	"HOMOLOGOUS_SUPERFAMILY:vWFA_dom_sf";"CONSERVED_SITE:UIM_dom";"DOMAIN:VWF_A"
Dcitr06g1062011	1	IPR043189	"FAMILY:B4GAT1"
Dcitr05g1428011	3	IPR023313;IPR000608;IPR016135	"ACTIVE_SITE:UBQ-conjugating_AS";"DOMAIN:UBQ-conjugat_E2";"HOMOLOGOUS_SUPERFAMILY:UBQ-conjugating_enzyme/RWD"
Dcitr11g0149011	1	IPR036259	"HOMOLOGOUS_SUPERFAMILY:MFS_trans_sf"
Dcitr03g1320011	2	IPR033447;IPR036514	"DOMAIN:OSK";"HOMOLOGOUS_SUPERFAMILY:SGNH_hydro_sf"
Dcitr11g0450012	4	IPR001093;IPR015875;IPR005993;IPR013785	"DOMAIN:IMP_DH_GMPRt";"CONSERVED_SITE:IMP_DH/GMP_Rdtase_CS";"FAMILY:GMPR";"HOMOLOGOUS_SUPERFAMILY:Aldolase_TIM"
Dcitr12g0503011	3	IPR000717;IPR037753;IPR036390	"DOMAIN:PCI_dom";"FAMILY:CSN3";"HOMOLOGOUS_SUPERFAMILY:WH_DNA-bd_sf"
Dcitr10g0129011	3	IPR043129;IPR042027;IPR018484	"HOMOLOGOUS_SUPERFAMILY:ATPase_NBD";"FAMILY:SHK";"DOMAIN:Carb_kinase_FGGY_N"
Dcitr00g0541011	2	IPR006137;IPR006138	"DOMAIN:NADH_UbQ_OxRdtase-like_20kDa";"FAMILY:NADH_UQ_OxRdtase_20Kd_su"
Dcitr07g0435011	1	IPR019344	"FAMILY:F1F0-ATPsyn_F_prd"
Dcitr11g0461011	3	IPR012599;IPR038765;IPR000668	"DOMAIN:Propeptide_C1A";"HOMOLOGOUS_SUPERFAMILY:Papain-like_cys_pep_sf";"DOMAIN:Peptidase_C1A_C"
Dcitr03g2032011	5	IPR011598;IPR035965;IPR036638;IPR000014;IPR013767	"DOMAIN:bHLH_dom";"HOMOLOGOUS_SUPERFAMILY:PAS-like_dom_sf";"HOMOLOGOUS_SUPERFAMILY:HLH_DNA-bd_sf";"DOMAIN:PAS";"DOMAIN:PAS_fold"
Dcitr01g1284011	7	IPR036388;IPR000994;IPR001714;IPR018349;IPR002468;IPR036005;IPR036390	"HOMOLOGOUS_SUPERFAMILY:WH-like_DNA-bd_sf";"DOMAIN:Pept_M24";"FAMILY:Pept_M24_MAP";"BINDING_SITE:Pept_M24A_MAP2_BS";"FAMILY:Pept_M24A_MAP2";"HOMOLOGOUS_SUPERFAMILY:Creatinase/aminopeptidase-like";"HOMOLOGOUS_SUPERFAMILY:WH_DNA-bd_sf"
Dcitr05g0374011	1	IPR032134	"FAMILY:DUF4816"
Dcitr02g1939011	1	IPR013870	"FAMILY:Ribosomal_L37_mit"
Dcitr05g0511012	1	IPR021629	"FAMILY:Mediator_Med23"
Dcitr12g0486011	7	IPR029933;IPR001806;IPR029057;IPR006083;IPR000764;IPR000836;IPR027417	"FAMILY:UCKL1";"FAMILY:Small_GTPase";"HOMOLOGOUS_SUPERFAMILY:PRTase-like";"DOMAIN:PRK/URK";"FAMILY:Uridine_kinase-like";"DOMAIN:PRibTrfase_dom";"HOMOLOGOUS_SUPERFAMILY:P-loop_NTPase"
Dcitr06g0789011	6	IPR001300;IPR001876;IPR022684;IPR036443;IPR000169;IPR038765	"DOMAIN:Peptidase_C2_calpain_cat";"DOMAIN:Znf_RanBP2";"FAMILY:Calpain_cysteine_protease";"HOMOLOGOUS_SUPERFAMILY:Znf_RanBP2_sf";"ACTIVE_SITE:Pept_cys_AS";"HOMOLOGOUS_SUPERFAMILY:Papain-like_cys_pep_sf"
Dcitr02g0177011	2	IPR029063;IPR000682	"HOMOLOGOUS_SUPERFAMILY:SAM-dependent_MTases";"FAMILY:PCMT"
Dcitr07g0117011	3	IPR001611;IPR032675;IPR003603	"REPEAT:Leu-rich_rpt";"HOMOLOGOUS_SUPERFAMILY:LRR_dom_sf";"DOMAIN:U2A'_phosphoprotein32A_C"
Dcitr11g0923011	5	IPR008930;IPR001128;IPR017972;IPR036396;IPR002401	"HOMOLOGOUS_SUPERFAMILY:Terpenoid_cyclase/PrenylTrfase";"FAMILY:Cyt_P450";"CONSERVED_SITE:Cyt_P450_CS";"HOMOLOGOUS_SUPERFAMILY:Cyt_P450_sf";"FAMILY:Cyt_P450_E_grp-I"
Dcitr01g1217011	3	IPR005172;IPR028307;IPR033467	"DOMAIN:CRC";"FAMILY:Lin-54_fam";"DOMAIN:Tesmin/TSO1-like_CXC"
Dcitr02g1217011	6	IPR000718;IPR018497;IPR024079;IPR008753;IPR029734;IPR042089	"FAMILY:Peptidase_M13";"DOMAIN:Peptidase_M13_C";"HOMOLOGOUS_SUPERFAMILY:MetalloPept_cat_dom_sf";"DOMAIN:Peptidase_M13_N";"FAMILY:ECE1";"HOMOLOGOUS_SUPERFAMILY:Peptidase_M13_dom_2"
Dcitr07g1233011	2	IPR001563;IPR029058	"FAMILY:Peptidase_S10";"HOMOLOGOUS_SUPERFAMILY:AB_hydrolase"
Dcitr00g0440011	2	IPR017862;IPR004015	"FAMILY:SKI-int_prot_SKIP";"DOMAIN:SKI-int_prot_SKIP_SNW-dom"
Dcitr03g0322011	2	IPR027417;IPR006762	"HOMOLOGOUS_SUPERFAMILY:P-loop_NTPase";"FAMILY:Gtr1_RagA"
Dcitr04g0453015	3	IPR019564;IPR036282;IPR033468	"DOMAIN:Sam37/metaxin_N";"HOMOLOGOUS_SUPERFAMILY:Glutathione-S-Trfase_C_sf";"DOMAIN:Metaxin_GST"
Dcitr01g0250011	4	IPR027417;IPR032705;IPR003959;IPR016527	"HOMOLOGOUS_SUPERFAMILY:P-loop_NTPase";"DOMAIN:ORC4_C";"DOMAIN:ATPase_AAA_core";"FAMILY:ORC4"
Dcitr10g0247011	3	IPR020818;IPR037124;IPR011032	"FAMILY:Chaperonin_GroES";"HOMOLOGOUS_SUPERFAMILY:Chaperonin_GroES_sf";"HOMOLOGOUS_SUPERFAMILY:GroES-like_sf"
Dcitr08g0234011	3	IPR031701;IPR001356;IPR009057	"DOMAIN:SIX1_SD";"DOMAIN:Homeobox_dom";"HOMOLOGOUS_SUPERFAMILY:Homeobox-like_sf"
Dcitr11g0926011	10	IPR037196;IPR001404;IPR019791;IPR020568;IPR019805;IPR003594;IPR010255;IPR036890;IPR037120;IPR020575	"HOMOLOGOUS_SUPERFAMILY:HSP90_C";"FAMILY:Hsp90_fam";"FAMILY:Haem_peroxidase_animal";"HOMOLOGOUS_SUPERFAMILY:Ribosomal_S5_D2-typ_fold";"CONSERVED_SITE:Heat_shock_protein_90_CS";"DOMAIN:HATPase_C";"HOMOLOGOUS_SUPERFAMILY:Haem_peroxidase_sf";"HOMOLOGOUS_SUPERFAMILY:HATPase_C_sf";"HOMOLOGOUS_SUPERFAMILY:Haem_peroxidase_sf_animal";"DOMAIN:Hsp90_N"
Dcitr05g1540011	2	IPR038900;IPR012496	"FAMILY:TMC";"DOMAIN:TMC_dom"
Dcitr13g0526011	1	IPR011024	"HOMOLOGOUS_SUPERFAMILY:G_crystallin-like"
Dcitr11g0547011	4	IPR012677;IPR000504;IPR034520;IPR035979	"HOMOLOGOUS_SUPERFAMILY:Nucleotide-bd_a/b_plait_sf";"DOMAIN:RRM_dom";"DOMAIN:SRSF1_RRM1";"HOMOLOGOUS_SUPERFAMILY:RBD_domain_sf"
Dcitr01g0616013	4	IPR006153;IPR002090;IPR004709;IPR018422	"DOMAIN:Cation/H_exchanger";"FAMILY:NHE6_7_9";"FAMILY:NaH_exchanger";"FAMILY:Cation/H_exchanger_CPA1"
Dcitr05g0873011	1	IPR006578	"DOMAIN:MADF-dom"
Dcitr00g1393011	1	IPR000477	"DOMAIN:RT_dom"
Dcitr04g1255011	2	IPR000608;IPR016135	"DOMAIN:UBQ-conjugat_E2";"HOMOLOGOUS_SUPERFAMILY:UBQ-conjugating_enzyme/RWD"
Dcitr06g1377011	2	IPR036249;IPR013766	"HOMOLOGOUS_SUPERFAMILY:Thioredoxin-like_sf";"DOMAIN:Thioredoxin_domain"
Dcitr05g0720011	3	IPR027685;IPR014799;IPR030493	"FAMILY:Shroom_fam";"DOMAIN:ASD2_dom";"FAMILY:Shroom"
Dcitr09g0661011	9	IPR024079;IPR000742;IPR006586;IPR034027;IPR001762;IPR036436;IPR001590;IPR013032;IPR002870	"HOMOLOGOUS_SUPERFAMILY:MetalloPept_cat_dom_sf";"DOMAIN:EGF-like_dom";"DOMAIN:ADAM_Cys-rich";"DOMAIN:Reprolysin_adamalysin";"DOMAIN:Disintegrin_dom";"HOMOLOGOUS_SUPERFAMILY:Disintegrin_dom_sf";"DOMAIN:Peptidase_M12B";"CONSERVED_SITE:EGF-like_CS";"DOMAIN:Peptidase_M12B_N"
Dcitr04g0444011	14	IPR003877;IPR035910;IPR043136;IPR035764;IPR013320;IPR014821;IPR035762;IPR016093;IPR003032;IPR035761;IPR013333;IPR036300;IPR000699;IPR001870	"DOMAIN:SPRY_dom";"HOMOLOGOUS_SUPERFAMILY:RyR/IP3R_RIH_dom_sf";"HOMOLOGOUS_SUPERFAMILY:B30.2/SPRY_sf";"DOMAIN:SPRY2_RyR";"HOMOLOGOUS_SUPERFAMILY:ConA-like_dom_sf";"DOMAIN:Ins145_P3_rcpt";"DOMAIN:SPRY3_RyR";"DOMAIN:MIR_motif";"DOMAIN:Ryanodine_rcpt";"DOMAIN:SPRY1_RyR";"FAMILY:Ryan_recept";"HOMOLOGOUS_SUPERFAMILY:MIR_dom_sf";"DOMAIN:RIH_dom";"DOMAIN:B30.2/SPRY"
Dcitr07g0227011	3	IPR013026;IPR019734;IPR011990	"DOMAIN:TPR-contain_dom";"REPEAT:TPR_repeat";"HOMOLOGOUS_SUPERFAMILY:TPR-like_helical_dom_sf"
Dcitr04g1419011	3	IPR001356;IPR009057;IPR001781	"DOMAIN:Homeobox_dom";"HOMOLOGOUS_SUPERFAMILY:Homeobox-like_sf";"DOMAIN:Znf_LIM"
Dcitr12g0750011	3	IPR000210;IPR015915;IPR011333	"DOMAIN:BTB/POZ_dom";"HOMOLOGOUS_SUPERFAMILY:Kelch-typ_b-propeller";"HOMOLOGOUS_SUPERFAMILY:SKP1/BTB/POZ_sf"
Dcitr01g1452011	2	IPR000727;IPR041875	"DOMAIN:T_SNARE_dom";"DOMAIN:Syntaxin-8_SNARE"
Dcitr04g1169011	4	IPR003593;IPR017871;IPR003439;IPR027417	"DOMAIN:AAA+_ATPase";"CONSERVED_SITE:ABC_transporter_CS";"DOMAIN:ABC_transporter-like";"HOMOLOGOUS_SUPERFAMILY:P-loop_NTPase"
Dcitr12g0419012	2	IPR029058;IPR001375	"HOMOLOGOUS_SUPERFAMILY:AB_hydrolase";"DOMAIN:Peptidase_S9"
Dcitr00g0963011	7	IPR036734;IPR006029;IPR036719;IPR006028;IPR018000;IPR006202;IPR006201	"HOMOLOGOUS_SUPERFAMILY:Neur_chan_lig-bd_sf";"DOMAIN:Neurotrans-gated_channel_TM";"HOMOLOGOUS_SUPERFAMILY:Neuro-gated_channel_TM_sf";"FAMILY:GABAA/Glycine_rcpt";"CONSERVED_SITE:Neurotransmitter_ion_chnl_CS";"DOMAIN:Neur_chan_lig-bd";"FAMILY:Neur_channel"
Dcitr01g0716011	5	IPR001680;IPR017986;IPR015943;IPR025956;IPR036322	"REPEAT:WD40_repeat";"DOMAIN:WD40_repeat_dom";"HOMOLOGOUS_SUPERFAMILY:WD40/YVTN_repeat-like_dom_sf";"FAMILY:DYNC1I1/DYNC1I2";"HOMOLOGOUS_SUPERFAMILY:WD40_repeat_dom_sf"
Dcitr04g1404011	3	IPR011061;IPR004094;IPR001007	"HOMOLOGOUS_SUPERFAMILY:Hirudin/antistatin";"DOMAIN:Antistasin-like";"DOMAIN:VWF_dom"
Dcitr04g0710011	6	IPR000225;IPR016024;IPR024931;IPR011989;IPR002652;IPR036975	"REPEAT:Armadillo";"HOMOLOGOUS_SUPERFAMILY:ARM-type_fold";"FAMILY:Importing_su_alpha";"HOMOLOGOUS_SUPERFAMILY:ARM-like";"DOMAIN:Importin-a_IBB";"HOMOLOGOUS_SUPERFAMILY:Importin-a_IBB_sf"
Dcitr07g0178011	1	IPR015381	"FAMILY:XLF_fam"
Dcitr01g1774011	1	IPR037663	"FAMILY:Mosmo"
Dcitr08g0159011	2	IPR000195;IPR035969	"DOMAIN:Rab-GTPase-TBC_dom";"HOMOLOGOUS_SUPERFAMILY:Rab-GTPase_TBC_sf"
Dcitr09g0390011	2	IPR023395;IPR018108	"HOMOLOGOUS_SUPERFAMILY:Mt_carrier_dom_sf";"REPEAT:Mitochondrial_sb/sol_carrier"
Dcitr00g0967011	4	IPR026298;IPR036834;IPR026309;IPR002475	"FAMILY:Blc2_fam";"HOMOLOGOUS_SUPERFAMILY:Blc2-like_sf";"FAMILY:BOK";"FAMILY:Bcl2-like"
Dcitr03g0366011	5	IPR029055;IPR001353;IPR034644;IPR023332;IPR000426	"HOMOLOGOUS_SUPERFAMILY:Ntn_hydrolases_N";"FAMILY:Proteasome_sua/b";"FAMILY:Proteasome_subunit_alpha2";"FAMILY:Proteasome_alpha-type";"DOMAIN:Proteasome_asu_N"
Dcitr12g0799011	5	IPR029026;IPR029064;IPR029028;IPR001537;IPR013123	"HOMOLOGOUS_SUPERFAMILY:tRNA_m1G_MTases_N";"HOMOLOGOUS_SUPERFAMILY:L30e-like";"HOMOLOGOUS_SUPERFAMILY:Alpha/beta_knot_MTases";"DOMAIN:SpoU_MeTrfase";"DOMAIN:SpoU_subst-bd"
Dcitr08g0860011	6	IPR006569;IPR006903;IPR012677;IPR008942;IPR035979;IPR000504	"DOMAIN:CID_dom";"DOMAIN:RNA_pol_II-bd";"HOMOLOGOUS_SUPERFAMILY:Nucleotide-bd_a/b_plait_sf";"HOMOLOGOUS_SUPERFAMILY:ENTH_VHS";"HOMOLOGOUS_SUPERFAMILY:RBD_domain_sf";"DOMAIN:RRM_dom"
Dcitr07g0774011	7	IPR001579;IPR001223;IPR002557;IPR029070;IPR017853;IPR036508;IPR011583	"ACTIVE_SITE:Glyco_hydro_18_chit_AS";"DOMAIN:Glyco_hydro18_cat";"DOMAIN:Chitin-bd_dom";"HOMOLOGOUS_SUPERFAMILY:Chitinase_insertion_sf";"HOMOLOGOUS_SUPERFAMILY:Glycoside_hydrolase_SF";"HOMOLOGOUS_SUPERFAMILY:Chitin-bd_dom_sf";"DOMAIN:Chitinase_II"
Dcitr05g0477011	5	IPR020552;IPR000760;IPR020583;IPR033942;IPR020550	"FAMILY:Inositol_monoPase_Li-sen";"FAMILY:Inositol_monophosphatase-like";"BINDING_SITE:Inositol_monoP_metal-BS";"FAMILY:IMPase";"CONSERVED_SITE:Inositol_monophosphatase_CS"
Dcitr04g0247011	3	IPR005828;IPR036259;IPR020846	"FAMILY:MFS_sugar_transport-like";"HOMOLOGOUS_SUPERFAMILY:MFS_trans_sf";"DOMAIN:MFS_dom"
Dcitr13g0119011	4	IPR033726;IPR033727;IPR001781;IPR033725	"DOMAIN:LIM2_prickle";"DOMAIN:LIM3_prickle";"DOMAIN:Znf_LIM";"DOMAIN:LIM1_prickle"
Dcitr10g0319014	2	IPR000682;IPR029063	"FAMILY:PCMT";"HOMOLOGOUS_SUPERFAMILY:SAM-dependent_MTases"
Dcitr00g0797011	6	IPR011545;IPR001650;IPR000629;IPR027417;IPR014001;IPR014014	"DOMAIN:DEAD/DEAH_box_helicase_dom";"DOMAIN:Helicase_C";"CONSERVED_SITE:RNA-helicase_DEAD-box_CS";"HOMOLOGOUS_SUPERFAMILY:P-loop_NTPase";"DOMAIN:Helicase_ATP-bd";"DOMAIN:RNA_helicase_DEAD_Q_motif"
Dcitr09g0878011	2	IPR036236;IPR013087	"HOMOLOGOUS_SUPERFAMILY:Znf_C2H2_sf";"DOMAIN:Znf_C2H2_type"
Dcitr03g1734011	3	IPR004910;IPR039058;IPR034751	"DOMAIN:Yippee/Mis18/Cereblon";"FAMILY:Yippee_fam";"DOMAIN:Yippee"
Dcitr04g0658011	1	IPR002999	"DOMAIN:Tudor"
Dcitr06g0931012	2	IPR000073;IPR029058	"DOMAIN:AB_hydrolase_1";"HOMOLOGOUS_SUPERFAMILY:AB_hydrolase"
Dcitr12g0244011	4	IPR017441;IPR008271;IPR000719;IPR011009	"BINDING_SITE:Protein_kinase_ATP_BS";"ACTIVE_SITE:Ser/Thr_kinase_AS";"DOMAIN:Prot_kinase_dom";"HOMOLOGOUS_SUPERFAMILY:Kinase-like_dom_sf"
Dcitr06g0801011	2	IPR019166;IPR008862	"FAMILY:MIC26/MIC27";"FAMILY:Tcp11"
Dcitr12g0737011	2	IPR007533;IPR023471	"FAMILY:Cyt_c_oxidase_assmbl_CtaG";"HOMOLOGOUS_SUPERFAMILY:CtaG/Cox11_dom_sf"
Dcitr03g0200011	6	IPR027417;IPR013320;IPR001791;IPR009038;IPR014001;IPR000742	"HOMOLOGOUS_SUPERFAMILY:P-loop_NTPase";"HOMOLOGOUS_SUPERFAMILY:ConA-like_dom_sf";"DOMAIN:Laminin_G";"DOMAIN:GOLD_dom";"DOMAIN:Helicase_ATP-bd";"DOMAIN:EGF-like_dom"
Dcitr09g0624011	1	IPR003892	"DOMAIN:CUE"
Dcitr01g1393011	2	IPR008921;IPR013725	"HOMOLOGOUS_SUPERFAMILY:DNA_pol3_clamp-load_cplx_C";"DOMAIN:DNA_replication_fac_RFC1_C"
Dcitr06g0900014	1	IPR025749	"DOMAIN:Sphingomyelin_synth-like_dom"
Dcitr05g0785011	3	IPR032959;IPR016181;IPR000182	"FAMILY:SAT2";"HOMOLOGOUS_SUPERFAMILY:Acyl_CoA_acyltransferase";"DOMAIN:GNAT_dom"
Dcitr07g0387011	1	IPR019398	"FAMILY:Pre-rRNA_process_TSR2"
Dcitr08g1074011	3	IPR000626;IPR032675;IPR029071	"DOMAIN:Ubiquitin-like_dom";"HOMOLOGOUS_SUPERFAMILY:LRR_dom_sf";"HOMOLOGOUS_SUPERFAMILY:Ubiquitin-like_domsf"
Dcitr03g1352011	2	IPR000998;IPR013320	"DOMAIN:MAM_dom";"HOMOLOGOUS_SUPERFAMILY:ConA-like_dom_sf"
Dcitr06g0261011	2	IPR038377;IPR001734	"HOMOLOGOUS_SUPERFAMILY:Na/Glc_symporter_sf";"FAMILY:Na/solute_symporter"
Dcitr03g0667011	1	IPR018791	"FAMILY:UV_resistance/autophagy_Atg14"
Dcitr00g1232011	8	IPR020472;IPR015943;IPR037190;IPR019775;IPR001680;IPR006594;IPR017986;IPR036322	"REPEAT:G-protein_beta_WD-40_rep";"HOMOLOGOUS_SUPERFAMILY:WD40/YVTN_repeat-like_dom_sf";"HOMOLOGOUS_SUPERFAMILY:LIS1_N";"CONSERVED_SITE:WD40_repeat_CS";"REPEAT:WD40_repeat";"DOMAIN:LisH";"DOMAIN:WD40_repeat_dom";"HOMOLOGOUS_SUPERFAMILY:WD40_repeat_dom_sf"
Dcitr06g0796011	1	IPR008555	"FAMILY:SIKE"
Dcitr04g1692011	5	IPR007110;IPR036179;IPR003599;IPR003598;IPR013783	"DOMAIN:Ig-like_dom";"HOMOLOGOUS_SUPERFAMILY:Ig-like_dom_sf";"DOMAIN:Ig_sub";"DOMAIN:Ig_sub2";"HOMOLOGOUS_SUPERFAMILY:Ig-like_fold"
Dcitr11g0605011	5	IPR036356;IPR012883;IPR016855;IPR036249;IPR011679	"HOMOLOGOUS_SUPERFAMILY:ERp29_C_sf";"DOMAIN:ERp29_N";"FAMILY:ERp29";"HOMOLOGOUS_SUPERFAMILY:Thioredoxin-like_sf";"DOMAIN:ERp29_C"
Dcitr03g1112011	3	IPR029063;IPR001737;IPR016861	"HOMOLOGOUS_SUPERFAMILY:SAM-dependent_MTases";"FAMILY:KsgA/Erm";"FAMILY:TFB2M"
Dcitr04g0837011	4	IPR029058;IPR002469;IPR038554;IPR001375	"HOMOLOGOUS_SUPERFAMILY:AB_hydrolase";"DOMAIN:Peptidase_S9B_N";"HOMOLOGOUS_SUPERFAMILY:Peptidase_S9B_N_sf";"DOMAIN:Peptidase_S9"
Dcitr00g0132011	3	IPR036570;IPR027097;IPR003511	"HOMOLOGOUS_SUPERFAMILY:HORMA_dom_sf";"FAMILY:Mad2";"DOMAIN:HORMA_dom"
Dcitr04g0205011	1	IPR039048	"FAMILY:Trub2"
Dcitr08g0826011	1	IPR016181	"HOMOLOGOUS_SUPERFAMILY:Acyl_CoA_acyltransferase"
Dcitr01g0502011	3	IPR015919;IPR020894;IPR002126	"HOMOLOGOUS_SUPERFAMILY:Cadherin-like_sf";"CONSERVED_SITE:Cadherin_CS";"DOMAIN:Cadherin-like_dom"
Dcitr10g0699011	1	IPR013949	"FAMILY:Utp6"
Dcitr01g1558011	4	IPR034666;IPR018108;IPR007188;IPR023395	"HOMOLOGOUS_SUPERFAMILY:ARPC2/4";"REPEAT:Mitochondrial_sb/sol_carrier";"FAMILY:ARPC2";"HOMOLOGOUS_SUPERFAMILY:Mt_carrier_dom_sf"
Dcitr07g0261011	4	IPR001806;IPR003578;IPR027417;IPR005225	"FAMILY:Small_GTPase";"FAMILY:Small_GTPase_Rho";"HOMOLOGOUS_SUPERFAMILY:P-loop_NTPase";"DOMAIN:Small_GTP-bd_dom"
Dcitr02g0524011	2	IPR006693;IPR029058	"DOMAIN:AB_hydrolase_lipase";"HOMOLOGOUS_SUPERFAMILY:AB_hydrolase"
Dcitr03g1486011	4	IPR023210;IPR036812;IPR018170;IPR020471	"DOMAIN:NADP_OxRdtase_dom";"HOMOLOGOUS_SUPERFAMILY:NADP_OxRdtase_dom_sf";"CONSERVED_SITE:Aldo/ket_reductase_CS";"FAMILY:Aldo/keto_reductase"
Dcitr03g0686011	3	IPR029846;IPR011042;IPR017996	"FAMILY:Yellow";"HOMOLOGOUS_SUPERFAMILY:6-blade_b-propeller_TolB-like";"FAMILY:Royal_jelly/protein_yellow"
Dcitr07g0680011	7	IPR006029;IPR036734;IPR018000;IPR036719;IPR006202;IPR002394;IPR006201	"DOMAIN:Neurotrans-gated_channel_TM";"HOMOLOGOUS_SUPERFAMILY:Neur_chan_lig-bd_sf";"CONSERVED_SITE:Neurotransmitter_ion_chnl_CS";"HOMOLOGOUS_SUPERFAMILY:Neuro-gated_channel_TM_sf";"DOMAIN:Neur_chan_lig-bd";"FAMILY:Nicotinic_acetylcholine_rcpt";"FAMILY:Neur_channel"
Dcitr00g1486011	3	IPR000477;IPR043128;IPR021109	"DOMAIN:RT_dom";"HOMOLOGOUS_SUPERFAMILY:Rev_trsase/Diguanyl_cyclase";"HOMOLOGOUS_SUPERFAMILY:Peptidase_aspartic_dom_sf"
Dcitr01g2110011	2	IPR002999;IPR035437	"DOMAIN:Tudor";"HOMOLOGOUS_SUPERFAMILY:SNase_OB-fold_sf"
