InterPro_ID	InterPro_Type_and_Name	Accession_Count	Accession_IDs
IPR002213	FAMILY:UDP_glucos_trans	48	Dcitr02g0556011;Dcitr03g0103011;Dcitr03g0978011;Dcitr10g0203011;Dcitr07g1134011;Dcitr02g0557011;Dcitr03g1941011;Dcitr10g0210011;Dcitr11g0971011;Dcitr10g0217011;Dcitr03g1938011;Dcitr07g1133011;Dcitr10g0216011;Dcitr08g0694011;Dcitr03g0977011;Dcitr10g0214011;Dcitr11g0968011;Dcitr03g1940012;Dcitr10g0211011;Dcitr02g0560011;Dcitr03g1340012;Dcitr08g0697011;Dcitr03g0980011;Dcitr03g0985011;Dcitr03g0983012;Dcitr02g0561011;Dcitr08g0695011;Dcitr02g0559011;Dcitr08g0696011;Dcitr03g1937011;Dcitr02g0487011;Dcitr02g0558011;Dcitr06g0579011;Dcitr10g0203012;Dcitr03g0976011;Dcitr06g1022011;Dcitr03g1940011;Dcitr02g0349011;Dcitr06g1018011;Dcitr06g0578011;Dcitr07g1137011;Dcitr02g0347011;Dcitr03g0983011;Dcitr03g1340011;Dcitr10g0205011;Dcitr03g0988011;Dcitr08g0698011;Dcitr03g0985012
IPR038630	HOMOLOGOUS_SUPERFAMILY:L24e/L24_sf	3	Dcitr06g0746011;Dcitr11g0901011;Dcitr06g0747011
IPR019373	FAMILY:Ribosomal_L51_mit	2	Dcitr03g1835011;Dcitr03g1836011
IPR011611	DOMAIN:PfkB_dom	8	Dcitr01g1709011;Dcitr01g0111011;Dcitr12g0272011;Dcitr00g0962011;Dcitr02g0207011;Dcitr01g0711012;Dcitr01g0711011;Dcitr02g0208011
IPR022669	DOMAIN:Ribosomal_L2_C	3	Dcitr09g0220011;Dcitr12g0240011;Dcitr09g0197011
IPR013238	DOMAIN:RNA_pol_III_Rbc25	1	Dcitr12g0759011
IPR016166	DOMAIN:FAD-bd_PCMH	16	Dcitr13g0572013;Dcitr02g1058012;Dcitr02g1060011;Dcitr13g0572012;Dcitr07g0922011;Dcitr02g1060012;Dcitr13g0572011;Dcitr02g1058011;Dcitr07g0905011;Dcitr04g0346011;Dcitr07g0904011;Dcitr07g0918011;Dcitr07g0915011;Dcitr02g1062011;Dcitr02g0222011;Dcitr02g0224011
IPR027963	FAMILY:MEIOC	3	Dcitr03g2041011;Dcitr03g2047011;Dcitr03g2048011
IPR008926	HOMOLOGOUS_SUPERFAMILY:RNR_R1-su_N	2	Dcitr07g0848011;Dcitr07g0852011
IPR007015	FAMILY:DNA_pol_V/MYBBP1A	3	Dcitr11g0538011;Dcitr11g0539011;Dcitr11g0546011
IPR014873	DOMAIN:VDCC_a1su_IQ	2	Dcitr08g0508011;Dcitr08g0728011
IPR026678	FAMILY:INO80E	2	Dcitr02g1490011;Dcitr02g1493011
IPR023476	HOMOLOGOUS_SUPERFAMILY:Pep_tRNA_hydro_II_dom_sf	6	Dcitr01g1629011;Dcitr01g1639011;Dcitr04g0769011;Dcitr01g1632011;Dcitr02g0538011;Dcitr04g0765011
IPR036691	HOMOLOGOUS_SUPERFAMILY:Endo/exonu/phosph_ase_sf	62	Dcitr04g0210011;Dcitr07g1042011;Dcitr02g0144011;Dcitr11g0384011;Dcitr07g0188011;Dcitr07g0180011;Dcitr12g0773011;Dcitr01g1051011;Dcitr01g1604011;Dcitr03g0554011;Dcitr06g1545011;Dcitr06g1548011;Dcitr01g2198011;Dcitr13g0277011;Dcitr11g0364011;Dcitr06g1550011;Dcitr06g1457011;Dcitr12g1017011;Dcitr10g0528011;Dcitr10g0217011;Dcitr11g0188011;Dcitr02g1732011;Dcitr04g1525011;Dcitr12g0554011;Dcitr11g0339011;Dcitr03g0155011;Dcitr05g1581011;Dcitr12g0171011;Dcitr06g0969011;Dcitr12g1033011;Dcitr05g0881011;Dcitr01g1858011;Dcitr03g0152011;Dcitr09g0436011;Dcitr01g0736012;Dcitr06g1468011;Dcitr08g0569011;Dcitr01g0736011;Dcitr05g1185011;Dcitr02g1269011;Dcitr08g0866012;Dcitr11g0380012;Dcitr08g0454011;Dcitr11g0380011;Dcitr08g0866011;Dcitr06g1459011;Dcitr05g1308011;Dcitr00g1021011;Dcitr08g0572011;Dcitr04g0593011;Dcitr06g1459012;Dcitr09g0640011;Dcitr08g0399011;Dcitr07g0186011;Dcitr05g0983011;Dcitr02g0164011;Dcitr04g0590011;Dcitr13g0200011;Dcitr01g0732011;Dcitr05g1416011;Dcitr11g0166011;Dcitr05g1453011
IPR009210	FAMILY:ASCC1	2	Dcitr04g1102011;Dcitr04g1105011
IPR026955	FAMILY:Bod1-like	1	Dcitr09g0205011
IPR033756	FAMILY:YlxH/NBP35	4	Dcitr03g1279011;Dcitr07g0134011;Dcitr03g1280011;Dcitr03g0544011
IPR001380	FAMILY:Ribosomal_L13e	2	Dcitr13g0360011;Dcitr13g0354011
IPR038648	HOMOLOGOUS_SUPERFAMILY:PHR_sf	9	Dcitr03g1149013;Dcitr03g1149012;Dcitr11g0903012;Dcitr03g1154011;Dcitr11g0903011;Dcitr11g0903013;Dcitr03g1153011;Dcitr03g1149014;Dcitr03g1149011
IPR003578	FAMILY:Small_GTPase_Rho	7	Dcitr05g0500011;Dcitr09g0965011;Dcitr01g0138011;Dcitr07g0258011;Dcitr07g0261011;Dcitr11g0799011;Dcitr11g0774011
IPR003109	CONSERVED_SITE:GoLoco_motif	1	Dcitr05g1327011
IPR024862	FAMILY:TRPV	1	Dcitr06g0913011
IPR011559	FAMILY:Initiation_fac_2B_a/b/d	1	Dcitr03g1110011
IPR033728	DOMAIN:ThrRS_core	1	Dcitr04g1490011
IPR014744	DOMAIN:Nuc_rcpt_coact_CREBbp	2	Dcitr07g0830011;Dcitr07g0829011
IPR040213	FAMILY:GIR2-like	2	Dcitr10g0516011;Dcitr10g0526011
IPR038363	HOMOLOGOUS_SUPERFAMILY:LepA_C_sf	1	Dcitr06g1035011
IPR013057	DOMAIN:AA_transpt_TM	53	Dcitr07g0146011;Dcitr05g0362011;Dcitr02g0948011;Dcitr05g0362012;Dcitr08g0265011;Dcitr05g1146011;Dcitr05g1134011;Dcitr05g1556011;Dcitr10g0761011;Dcitr05g0840011;Dcitr05g1147011;Dcitr00g1307011;Dcitr08g0606012;Dcitr05g1555011;Dcitr05g1133011;Dcitr07g0148011;Dcitr05g1259011;Dcitr05g1188011;Dcitr05g1131011;Dcitr04g1136011;Dcitr08g0606011;Dcitr05g0357011;Dcitr04g1135012;Dcitr05g0980011;Dcitr05g0843011;Dcitr10g0766011;Dcitr05g1145011;Dcitr00g1108011;Dcitr04g1136012;Dcitr05g1148011;Dcitr12g1008011;Dcitr04g1120011;Dcitr12g1011011;Dcitr05g0363011;Dcitr10g0766012;Dcitr05g1064011;Dcitr05g1061011;Dcitr04g1135011;Dcitr05g0669011;Dcitr05g1132011;Dcitr08g0606013;Dcitr05g1558011;Dcitr05g1149011;Dcitr05g1258011;Dcitr05g1062011;Dcitr05g0213011;Dcitr04g1120012;Dcitr05g1063011;Dcitr05g1136011;Dcitr08g0606014;Dcitr05g0353011;Dcitr05g0838011;Dcitr08g0606015
IPR041751	DOMAIN:MPP_PP2B	1	Dcitr06g1056011
IPR014892	DOMAIN:RPA_C	1	Dcitr04g1667011
IPR022214	FAMILY:MZT1	1	Dcitr07g0973011
IPR025790	FAMILY:Hist-Lys_N-MTase_Suvar4-20	1	Dcitr08g1007011
IPR017981	DOMAIN:GPCR_2-like	23	Dcitr03g1964011;Dcitr10g0427011;Dcitr04g0501011;Dcitr08g0541011;Dcitr01g0704011;Dcitr08g0538011;Dcitr08g0143011;Dcitr01g0705011;Dcitr10g0358011;Dcitr01g0703011;Dcitr03g1957011;Dcitr10g0357011;Dcitr02g0286011;Dcitr01g0440011;Dcitr01g1665011;Dcitr08g0142011;Dcitr10g0449011;Dcitr02g0285011;Dcitr04g0926011;Dcitr12g0521011;Dcitr04g0463011;Dcitr01g1210011;Dcitr08g0397011
IPR035866	DOMAIN:SOCS7_SH2	1	Dcitr05g0472011
IPR026040	FAMILY:HyI-like	1	Dcitr13g0303011
IPR002315	FAMILY:tRNA-synt_gly	1	Dcitr00g0288011
IPR036034	HOMOLOGOUS_SUPERFAMILY:PDZ_sf	125	Dcitr08g0354011;Dcitr12g0399011;Dcitr04g0147011;Dcitr03g0307011;Dcitr01g2080011;Dcitr08g0495012;Dcitr01g1445011;Dcitr08g0428011;Dcitr08g0125011;Dcitr09g0814012;Dcitr10g0617011;Dcitr01g1250011;Dcitr03g0113011;Dcitr06g1228011;Dcitr05g1096012;Dcitr02g1632011;Dcitr02g1088011;Dcitr02g1889011;Dcitr02g1035011;Dcitr06g1373013;Dcitr08g0608011;Dcitr00g0499011;Dcitr05g1075011;Dcitr08g0194011;Dcitr01g1674012;Dcitr08g0191012;Dcitr01g1621011;Dcitr08g1249014;Dcitr05g1096011;Dcitr08g0162014;Dcitr04g1071011;Dcitr01g0497011;Dcitr08g0162013;Dcitr00g0377011;Dcitr02g1756011;Dcitr10g0239011;Dcitr03g0469011;Dcitr06g1187012;Dcitr11g0875011;Dcitr08g0869011;Dcitr04g1075011;Dcitr13g0243011;Dcitr11g0680012;Dcitr12g0657011;Dcitr13g0644011;Dcitr08g0162011;Dcitr02g1756014;Dcitr10g0617012;Dcitr13g0645011;Dcitr04g1663011;Dcitr12g0402011;Dcitr04g1076011;Dcitr11g0956011;Dcitr08g0869013;Dcitr01g0550011;Dcitr08g0127011;Dcitr06g1029011;Dcitr06g1373012;Dcitr02g1756012;Dcitr08g1249012;Dcitr08g1249013;Dcitr08g0191011;Dcitr02g1184011;Dcitr08g0431011;Dcitr01g1613011;Dcitr08g0869012;Dcitr02g0748011;Dcitr01g0891011;Dcitr04g0981011;Dcitr04g0367011;Dcitr12g0845011;Dcitr13g0642011;Dcitr12g0669011;Dcitr04g0146011;Dcitr03g0343011;Dcitr05g1091011;Dcitr13g0297011;Dcitr01g1250012;Dcitr08g0424011;Dcitr06g1373011;Dcitr01g1043012;Dcitr08g0495013;Dcitr05g0609011;Dcitr08g0610011;Dcitr01g1043011;Dcitr08g0869014;Dcitr10g0615011;Dcitr10g0899011;Dcitr02g1173011;Dcitr09g0814011;Dcitr01g0825011;Dcitr06g1118011;Dcitr08g0503011;Dcitr13g0643011;Dcitr01g0826011;Dcitr02g1625011;Dcitr03g1342011;Dcitr01g1275011;Dcitr13g0647011;Dcitr06g1265011;Dcitr02g0756011;Dcitr02g1035012;Dcitr10g0896011;Dcitr08g1249011;Dcitr02g1175011;Dcitr06g1028011;Dcitr08g0162012;Dcitr01g1617011;Dcitr11g0877011;Dcitr02g1035013;Dcitr12g0817011;Dcitr05g0611011;Dcitr01g1674013;Dcitr07g0380011;Dcitr01g0627011;Dcitr08g0832011;Dcitr02g1033011;Dcitr02g1885011;Dcitr11g0680011;Dcitr13g0293011;Dcitr01g1674011;Dcitr02g0751011;Dcitr02g0756012;Dcitr05g0903011;Dcitr01g0383011
IPR006052	DOMAIN:TNF_dom	3	Dcitr01g2083011;Dcitr01g2084011;Dcitr01g2082011
IPR028569	FAMILY:Kalirin	3	Dcitr05g1504013;Dcitr05g1504012;Dcitr05g1504011
IPR002816	FAMILY:TraB_fam	2	Dcitr09g0278011;Dcitr09g0268011
IPR004164	ACTIVE_SITE:CoA_transf_AS	1	Dcitr00g0924011
IPR010122	FAMILY:HMG_CoA_synthase_euk	6	Dcitr08g1171011;Dcitr08g1171013;Dcitr08g1171012;Dcitr08g1211012;Dcitr08g1171014;Dcitr08g1211011
IPR015446	FAMILY:BMP_1/tolloid-like	1	Dcitr06g0134011
IPR034680	FAMILY:Kae1/OSGEP	1	Dcitr07g0666011
IPR029473	DOMAIN:MOR2-PAG1_mid	4	Dcitr05g0176011;Dcitr05g0183012;Dcitr05g0179011;Dcitr05g0183011
IPR013949	FAMILY:Utp6	1	Dcitr10g0699011
IPR001734	FAMILY:Na/solute_symporter	17	Dcitr09g0514011;Dcitr01g2186011;Dcitr06g1436011;Dcitr08g0108011;Dcitr06g0261011;Dcitr08g0144011;Dcitr06g0262012;Dcitr06g1437011;Dcitr06g1058011;Dcitr06g0262011;Dcitr01g2190011;Dcitr08g0101011;Dcitr06g1060011;Dcitr09g0517011;Dcitr06g1438011;Dcitr08g0158011;Dcitr01g2188011
IPR026085	FAMILY:ATF7-int	3	Dcitr12g0221011;Dcitr12g0219011;Dcitr12g0221012
IPR007149	FAMILY:Leo1	1	Dcitr03g1260011
IPR028235	DOMAIN:DNAAF3_C	1	Dcitr02g0660011
IPR023795	CONSERVED_SITE:Serpin_CS	10	Dcitr02g0243011;Dcitr03g1811011;Dcitr03g1247011;Dcitr09g0387011;Dcitr09g0385011;Dcitr09g0386011;Dcitr03g1814011;Dcitr02g0244011;Dcitr08g0622011;Dcitr03g1246011
IPR020846	DOMAIN:MFS_dom	194	Dcitr04g1161014;Dcitr01g1121011;Dcitr05g1290011;Dcitr04g1161012;Dcitr08g0781011;Dcitr01g0387011;Dcitr08g1043011;Dcitr03g0646011;Dcitr09g0855011;Dcitr04g1388011;Dcitr09g0231011;Dcitr12g0576011;Dcitr01g0830014;Dcitr00g0964011;Dcitr06g0978014;Dcitr04g1390011;Dcitr04g1392011;Dcitr04g1377011;Dcitr01g0558012;Dcitr00g0324011;Dcitr01g0395011;Dcitr09g0866011;Dcitr06g0951015;Dcitr02g1785011;Dcitr09g0836011;Dcitr06g0978011;Dcitr02g1223011;Dcitr02g1163011;Dcitr00g0243011;Dcitr06g0978012;Dcitr07g0858011;Dcitr04g1502014;Dcitr01g0830015;Dcitr05g1392011;Dcitr04g1387011;Dcitr01g0899011;Dcitr00g0919011;Dcitr07g0864011;Dcitr01g0830013;Dcitr04g1161011;Dcitr01g0556011;Dcitr01g0830012;Dcitr04g1394012;Dcitr12g0511011;Dcitr09g0839011;Dcitr00g1323011;Dcitr06g1237011;Dcitr11g0543012;Dcitr01g0561011;Dcitr00g0532011;Dcitr02g1154011;Dcitr09g0868011;Dcitr01g0945011;Dcitr12g0574011;Dcitr09g0449011;Dcitr09g0832011;Dcitr07g0467013;Dcitr06g0951013;Dcitr10g0315011;Dcitr04g1389012;Dcitr01g0559011;Dcitr02g0711011;Dcitr04g0247012;Dcitr00g0616011;Dcitr03g1608011;Dcitr01g0565012;Dcitr04g0247011;Dcitr07g1269011;Dcitr04g1502011;Dcitr01g0387012;Dcitr06g1433011;Dcitr02g0223012;Dcitr07g0467014;Dcitr01g0753011;Dcitr07g0789011;Dcitr00g0945011;Dcitr01g0971011;Dcitr01g0565011;Dcitr04g1502013;Dcitr06g0951011;Dcitr10g1075012;Dcitr06g0951014;Dcitr01g0829011;Dcitr07g0708011;Dcitr00g0241011;Dcitr05g0601011;Dcitr01g2033011;Dcitr08g0106011;Dcitr01g0963011;Dcitr07g0467015;Dcitr01g0969012;Dcitr04g1377012;Dcitr03g0647011;Dcitr01g0760011;Dcitr13g0688011;Dcitr10g0296011;Dcitr01g0385011;Dcitr00g0171011;Dcitr10g0315014;Dcitr10g0315013;Dcitr07g0863011;Dcitr13g0437011;Dcitr07g0460013;Dcitr05g0602011;Dcitr01g0397011;Dcitr04g0411011;Dcitr01g0558013;Dcitr04g1377013;Dcitr01g0564011;Dcitr01g0390011;Dcitr05g0329011;Dcitr07g0859011;Dcitr00g0172011;Dcitr01g1771011;Dcitr01g1219011;Dcitr06g0951012;Dcitr04g1391011;Dcitr09g0840011;Dcitr04g1484011;Dcitr04g1502012;Dcitr02g1194011;Dcitr07g0467011;Dcitr08g0772011;Dcitr11g0979011;Dcitr13g0435012;Dcitr00g1461011;Dcitr04g0816011;Dcitr00g0806011;Dcitr07g0707011;Dcitr08g1124011;Dcitr01g0945013;Dcitr04g1390012;Dcitr08g0781012;Dcitr01g0393011;Dcitr01g0387013;Dcitr02g0497011;Dcitr04g1340011;Dcitr09g0732012;Dcitr02g0223011;Dcitr13g0435011;Dcitr04g1389013;Dcitr09g0741011;Dcitr11g0960011;Dcitr01g0945014;Dcitr10g1075011;Dcitr01g0558011;Dcitr04g1392012;Dcitr06g1238011;Dcitr04g0249011;Dcitr09g0838011;Dcitr02g0759011;Dcitr07g1049011;Dcitr13g0689011;Dcitr04g1394011;Dcitr03g0769011;Dcitr03g1609011;Dcitr09g0745011;Dcitr01g0560011;Dcitr04g1480011;Dcitr02g0646011;Dcitr04g1389011;Dcitr04g1161013;Dcitr10g1116011;Dcitr05g0951011;Dcitr10g0315012;Dcitr04g1502015;Dcitr05g1395011;Dcitr01g0969011;Dcitr00g0965011;Dcitr09g0858011;Dcitr04g0247013;Dcitr04g0247014;Dcitr02g0919011;Dcitr01g0830011;Dcitr01g0945012;Dcitr05g1401011;Dcitr08g1046011;Dcitr09g0230011;Dcitr09g0732011;Dcitr01g0899012;Dcitr07g1050011;Dcitr07g1051011;Dcitr11g0543011;Dcitr07g0328011;Dcitr11g0959011;Dcitr06g0978013;Dcitr03g0365011;Dcitr08g0488011;Dcitr04g1161015;Dcitr01g0764011;Dcitr07g0467012;Dcitr10g0188011;Dcitr01g0899013;Dcitr02g0918011
IPR000244	FAMILY:Ribosomal_L9	2	Dcitr03g1713011;Dcitr03g1714011
IPR031545	REPEAT:SRP_TPR-like	1	Dcitr03g0221011
IPR003837	FAMILY:Asp/Glu-ADT_csu	1	Dcitr07g0975011
IPR038738	DOMAIN:Nedd8-like	1	Dcitr04g1257011
IPR001180	DOMAIN:CNH_dom	3	Dcitr04g0443011;Dcitr04g0278011;Dcitr05g0686011
IPR008160	REPEAT:Collagen	16	Dcitr04g1118011;Dcitr01g2220012;Dcitr00g0156011;Dcitr07g0205011;Dcitr00g0386011;Dcitr00g0408011;Dcitr07g0203011;Dcitr12g0105013;Dcitr08g0199011;Dcitr00g0373011;Dcitr01g2220011;Dcitr12g0105011;Dcitr00g0157011;Dcitr12g0105012;Dcitr00g0158011;Dcitr08g0660011
IPR013767	DOMAIN:PAS_fold	15	Dcitr05g1644013;Dcitr09g0354011;Dcitr08g0218011;Dcitr02g0788011;Dcitr03g2056011;Dcitr03g2031011;Dcitr05g0548011;Dcitr08g1084011;Dcitr05g0558011;Dcitr04g1316011;Dcitr08g0553011;Dcitr03g2032011;Dcitr08g0219011;Dcitr03g2056012;Dcitr08g1089011
IPR024585	DOMAIN:DUF3385_TOR	2	Dcitr01g2009011;Dcitr01g2006011
IPR009003	HOMOLOGOUS_SUPERFAMILY:Peptidase_S1_PA	101	Dcitr02g0245011;Dcitr03g1448011;Dcitr08g1223011;Dcitr02g0328011;Dcitr09g0713012;Dcitr01g0465011;Dcitr01g0723011;Dcitr01g2179011;Dcitr11g0367011;Dcitr04g0199011;Dcitr01g0467011;Dcitr01g0723012;Dcitr03g1574011;Dcitr03g0953011;Dcitr01g2149011;Dcitr08g1170011;Dcitr04g0934011;Dcitr03g0838011;Dcitr01g0485011;Dcitr07g1264011;Dcitr03g1015011;Dcitr02g1697011;Dcitr02g0328013;Dcitr01g0471011;Dcitr10g0913011;Dcitr10g0692011;Dcitr01g0468011;Dcitr09g0713011;Dcitr03g1481011;Dcitr03g1008011;Dcitr11g0759014;Dcitr11g0759013;Dcitr03g0841011;Dcitr03g0548011;Dcitr01g0724011;Dcitr11g0377011;Dcitr05g1096011;Dcitr01g0470011;Dcitr03g0952011;Dcitr03g1009011;Dcitr03g1841012;Dcitr03g0953012;Dcitr06g1546011;Dcitr11g0761011;Dcitr06g1153011;Dcitr03g1841011;Dcitr08g1214011;Dcitr05g1096012;Dcitr11g0759012;Dcitr08g1226011;Dcitr00g1252011;Dcitr00g0518011;Dcitr01g0469011;Dcitr10g0692012;Dcitr03g1465011;Dcitr10g0692013;Dcitr03g0840011;Dcitr03g0589011;Dcitr00g1097011;Dcitr03g1016011;Dcitr11g0759011;Dcitr00g0684011;Dcitr03g0839011;Dcitr01g0486011;Dcitr03g1446011;Dcitr07g1263011;Dcitr03g1838011;Dcitr07g1096013;Dcitr08g1215011;Dcitr06g1549011;Dcitr08g1212011;Dcitr03g1572011;Dcitr03g1576011;Dcitr07g1096012;Dcitr03g1847011;Dcitr06g1155011;Dcitr03g1014011;Dcitr01g1905011;Dcitr00g0656011;Dcitr01g0483011;Dcitr04g1529011;Dcitr03g1653011;Dcitr03g1571011;Dcitr03g0979011;Dcitr03g1573011;Dcitr01g2154011;Dcitr00g0727011;Dcitr02g0328012;Dcitr03g0546011;Dcitr03g1448012;Dcitr03g0831011;Dcitr03g1451011;Dcitr11g0377012;Dcitr03g1013011;Dcitr00g0657011;Dcitr04g0491011;Dcitr01g0484011;Dcitr03g1575011;Dcitr05g1091011;Dcitr07g1098011;Dcitr02g1694011
IPR040259	FAMILY:Mesogenin/MesP	1	Dcitr03g1299011
IPR033447	DOMAIN:OSK	2	Dcitr03g1320011;Dcitr03g1314011
IPR041470	DOMAIN:GCP_N	7	Dcitr03g0868011;Dcitr05g0497011;Dcitr06g0214011;Dcitr01g2035011;Dcitr05g0492011;Dcitr01g2032011;Dcitr05g0497012
IPR013176	FAMILY:Ccz1	2	Dcitr10g0220011;Dcitr10g0231011
IPR000994	DOMAIN:Pept_M24	18	Dcitr00g0228011;Dcitr01g1286011;Dcitr01g1284011;Dcitr00g0594011;Dcitr00g0599011;Dcitr12g0705011;Dcitr03g1265011;Dcitr01g1278011;Dcitr08g0593011;Dcitr07g0932011;Dcitr02g1215012;Dcitr06g0831011;Dcitr06g0380011;Dcitr00g0231011;Dcitr01g1133011;Dcitr06g0378011;Dcitr03g1261011;Dcitr02g1215011
IPR005110	DOMAIN:MoeA_linker/N	6	Dcitr06g0111014;Dcitr06g0111012;Dcitr06g0111013;Dcitr06g0111015;Dcitr06g0111011;Dcitr06g0107011
IPR038190	HOMOLOGOUS_SUPERFAMILY:SRI_sf	1	Dcitr04g1205011
IPR039123	FAMILY:PPTC7	1	Dcitr12g0588011
IPR008847	DOMAIN:Suf	1	Dcitr12g0352011
IPR023334	DOMAIN:REKLES_domain	2	Dcitr02g1740011;Dcitr02g1741011
IPR007705	DOMAIN:Vesicle_trsprt_v-SNARE_N	2	Dcitr01g1699011;Dcitr01g1697011
IPR003422	FAMILY:Cyt_b-c1_6	1	Dcitr03g0204011
IPR036055	HOMOLOGOUS_SUPERFAMILY:LDL_receptor-like_sf	59	Dcitr08g0273011;Dcitr00g1356011;Dcitr11g0265011;Dcitr02g1005011;Dcitr01g1719011;Dcitr10g0913011;Dcitr08g0366012;Dcitr08g0273012;Dcitr02g0237011;Dcitr12g0685011;Dcitr09g0713011;Dcitr08g0383012;Dcitr12g0379011;Dcitr09g0713012;Dcitr08g0366013;Dcitr08g0310011;Dcitr00g1252011;Dcitr04g0353011;Dcitr00g0518011;Dcitr04g0359012;Dcitr02g1009011;Dcitr04g1648011;Dcitr06g0104011;Dcitr01g1377011;Dcitr02g0225011;Dcitr08g0536011;Dcitr04g0413011;Dcitr01g1378011;Dcitr06g0950011;Dcitr08g0369011;Dcitr12g0599011;Dcitr08g0382011;Dcitr08g0383011;Dcitr08g0366014;Dcitr02g0234011;Dcitr06g0103011;Dcitr06g0146011;Dcitr08g0366015;Dcitr08g0751011;Dcitr04g0105011;Dcitr10g0394011;Dcitr02g0636011;Dcitr08g0581011;Dcitr01g1385011;Dcitr04g0359011;Dcitr01g1905011;Dcitr04g0354011;Dcitr02g0648011;Dcitr10g0539011;Dcitr04g0104011;Dcitr04g0354012;Dcitr02g0396011;Dcitr10g0539012;Dcitr06g0103012;Dcitr06g0979011;Dcitr11g0267011;Dcitr08g0366011;Dcitr08g0385011;Dcitr08g0491012
IPR013523	HOMOLOGOUS_SUPERFAMILY:Hist_AcTrfase_HAT1_C	3	Dcitr03g1850011;Dcitr03g1848011;Dcitr03g1857011
IPR001891	FAMILY:Malic_OxRdtase	2	Dcitr01g1780011;Dcitr01g1776011
IPR006262	FAMILY:Cyt_deam_tetra	1	Dcitr01g1687011
IPR026699	FAMILY:Exosome_RNA_bind1/RRP40/RRP4	3	Dcitr10g0135011;Dcitr00g1231011;Dcitr00g1087011
IPR037289	FAMILY:Elp2	1	Dcitr05g0844011
IPR000483	DOMAIN:Cys-rich_flank_reg_C	19	Dcitr04g1517011;Dcitr00g1036011;Dcitr04g0368011;Dcitr01g1570012;Dcitr01g1570011;Dcitr05g1052011;Dcitr07g1166011;Dcitr04g0368012;Dcitr08g1260011;Dcitr05g1048011;Dcitr03g1218011;Dcitr05g1060011;Dcitr03g1219011;Dcitr08g0787011;Dcitr03g1957011;Dcitr06g1021011;Dcitr07g1165011;Dcitr02g0240011;Dcitr06g1021012
IPR041024	DOMAIN:Mcm6_C	2	Dcitr07g1122011;Dcitr07g1118011
IPR028010	DOMAIN:GSAP_C_dom	1	Dcitr11g0328011
IPR006884	DOMAIN:Fzo/mitofusin_HR2	1	Dcitr01g2194011
IPR007724	FAMILY:Poly_GlycHdrlase	2	Dcitr06g1231011;Dcitr09g0375011
IPR004148	DOMAIN:BAR_dom	14	Dcitr11g0558011;Dcitr07g0887012;Dcitr11g0555011;Dcitr11g0555012;Dcitr07g0885011;Dcitr11g0555013;Dcitr07g1070013;Dcitr07g0887011;Dcitr11g0558014;Dcitr11g0558012;Dcitr07g1070011;Dcitr04g0254011;Dcitr07g1070012;Dcitr11g0558013
IPR007645	DOMAIN:RNA_pol_Rpb2_3	3	Dcitr01g1475011;Dcitr05g1356011;Dcitr09g0443011
IPR014044	DOMAIN:CAP_domain	8	Dcitr11g0958011;Dcitr11g0946011;Dcitr05g0582011;Dcitr05g0242012;Dcitr05g0255011;Dcitr05g0592011;Dcitr05g0242011;Dcitr05g0241011
IPR032263	DOMAIN:Citrate-bd	1	Dcitr01g1165011
IPR014790	DOMAIN:MutL_C	1	Dcitr10g1093011
IPR016650	FAMILY:eIF3e	1	Dcitr10g0389011
IPR024135	FAMILY:LAMTOR5	1	Dcitr05g1219011
IPR002475	FAMILY:Bcl2-like	2	Dcitr00g0967011;Dcitr00g0904011
IPR028502	FAMILY:SH3RF1/SH3RF3	2	Dcitr06g0145011;Dcitr06g0147011
IPR039661	FAMILY:ELP3	2	Dcitr04g0315011;Dcitr04g0317011
IPR040847	DOMAIN:SH3_15	3	Dcitr00g1243011;Dcitr00g1289011;Dcitr03g1420011
IPR016617	FAMILY:UCP013899_metal-bd	1	Dcitr05g1035011
IPR007252	FAMILY:Nup84/Nup107	2	Dcitr01g1042011;Dcitr01g1040011
IPR023282	HOMOLOGOUS_SUPERFAMILY:HMG_CoA_Rdtase_N	1	Dcitr13g0387011
IPR004882	FAMILY:Luc7-rel	9	Dcitr07g0294011;Dcitr07g0300011;Dcitr07g0289011;Dcitr07g0299011;Dcitr07g0303011;Dcitr07g0288011;Dcitr07g0293011;Dcitr07g0302011;Dcitr01g0432011
IPR022742	DOMAIN:Hydrolase_4	7	Dcitr04g0648013;Dcitr04g0646011;Dcitr04g0648012;Dcitr04g0648011;Dcitr05g0383011;Dcitr13g0418011;Dcitr13g0416011
IPR020476	DOMAIN:Nudix_hydrolase	2	Dcitr08g0810011;Dcitr08g0806011
IPR011761	DOMAIN:ATP-grasp	14	Dcitr09g0339011;Dcitr04g1499011;Dcitr10g0570011;Dcitr02g0451011;Dcitr00g1348012;Dcitr10g0568011;Dcitr04g1495011;Dcitr02g0450011;Dcitr09g0211011;Dcitr09g0202011;Dcitr08g0161011;Dcitr10g0573011;Dcitr08g0425011;Dcitr00g0589011
IPR024931	FAMILY:Importing_su_alpha	2	Dcitr00g0972011;Dcitr04g0710011
IPR014881	DOMAIN:NOB1_Zn-bd	1	Dcitr04g0701011
IPR017351	FAMILY:PINCH	1	Dcitr01g1866011
IPR025723	DOMAIN:Anion-transp_ATPase-like_dom	1	Dcitr13g0145011
IPR016270	FAMILY:PGS1	2	Dcitr10g0265011;Dcitr10g0257011
