Accession_ID	Pathway_Count	Pathway_IDs	Pathway_Names
Dcitr06g0539011	57	Reactome: R-HSA-68949;Reactome: R-HSA-5632684;Reactome: R-HSA-6798695;Reactome: R-HSA-2467813;Reactome: R-HSA-8854050;Reactome: R-HSA-1236978;Reactome: R-HSA-5689603;Reactome: R-HSA-69601;Reactome: R-HSA-5668541;Reactome: R-HSA-69481;Reactome: R-HSA-5687128;Reactome: R-HSA-174154;Reactome: R-HSA-180534;Reactome: R-HSA-5610780;Reactome: R-HSA-1236974;Reactome: R-HSA-5358346;Reactome: R-HSA-69017;Reactome: R-HSA-68827;Reactome: R-HSA-8939236;Reactome: R-HSA-450408;Reactome: R-HSA-211733;Reactome: R-HSA-9010553;Reactome: R-HSA-4641257;Reactome: R-HSA-4641258;Reactome: R-HSA-8948751;Reactome: R-HSA-187577;Reactome: R-HSA-4608870;Reactome: R-HSA-174178;Reactome: R-HSA-75815;Reactome: R-HSA-5676590;Reactome: R-HSA-8941858;Reactome: R-HSA-8939902;Reactome: R-HSA-5362768;Reactome: R-HSA-2871837;Reactome: R-HSA-174113;Reactome: R-HSA-349425;Reactome: R-HSA-174084;Reactome: R-HSA-983168;Reactome: R-HSA-5610783;Reactome: R-HSA-180585;Reactome: R-HSA-382556;Reactome: R-HSA-5689880;Reactome: R-HSA-202424;Reactome: R-HSA-174184;Reactome: R-HSA-1169091;Reactome: R-HSA-5607764;Reactome: R-HSA-8951664;Reactome: R-HSA-1234176;Reactome: R-HSA-195253;Reactome: R-HSA-9604323;Reactome: R-HSA-5607761;Reactome: R-HSA-350562;Reactome: R-HSA-5678895;Reactome: R-HSA-9020702;Reactome: R-HSA-5658442;Reactome: R-HSA-5610785;Reactome: R-HSA-8852276	"Orc1 removal from chromatin";"Hedgehog 'on' state";"Neutrophil degranulation";"Separation of Sister Chromatids";"FBXL7 down-regulates AURKA during mitotic entry and in early mitosis";"Cross-presentation of soluble exogenous antigens (endosomes)";"UCH proteinases";"Ubiquitin Mediated Degradation of Phosphorylated Cdc25A";"TNFR2 non-canonical NF-kB pathway";"G2/M Checkpoints";"MAPK6/MAPK4 signaling";"APC/C:Cdc20 mediated degradation of Securin";"Vpu mediated degradation of CD4";"Degradation of GLI1 by the proteasome";"ER-Phagosome pathway";"Hedgehog ligand biogenesis";"CDK-mediated phosphorylation and removal of Cdc6";"CDT1 association with the CDC6:ORC:origin complex";"RUNX1 regulates transcription of genes involved in differentiation of HSCs";"AUF1 (hnRNP D0) binds and destabilizes mRNA";"Regulation of activated PAK-2p34 by proteasome mediated degradation";"Regulation of expression of SLITs and ROBOs";"Degradation of AXIN";"Degradation of DVL";"Regulation of PTEN stability and activity";"SCF(Skp2)-mediated degradation of p27/p21";"Asymmetric localization of PCP proteins";"APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1";"Ubiquitin-dependent degradation of Cyclin D";"NIK--&gt;noncanonical NF-kB signaling";"Regulation of RUNX3 expression and activity";"Regulation of RUNX2 expression and activity";"Hh mutants that don't undergo autocatalytic processing are degraded by ERAD";"FCERI mediated NF-kB activation";"SCF-beta-TrCP mediated degradation of Emi1";"Autodegradation of the E3 ubiquitin ligase COP1";"Autodegradation of Cdh1 by Cdh1:APC/C";"Antigen processing: Ubiquitination &amp; Proteasome degradation";"Degradation of GLI2 by the proteasome";"Vif-mediated degradation of APOBEC3G";"ABC-family proteins mediated transport";"Ub-specific processing proteases";"Downstream TCR signaling";"Cdc20:Phospho-APC/C mediated degradation of Cyclin A";"Activation of NF-kappaB in B cells";"CLEC7A (Dectin-1) signaling";"Neddylation";"Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha";"Degradation of beta-catenin by the destruction complex";"Negative regulation of NOTCH4 signaling";"Dectin-1 mediated noncanonical NF-kB signaling";"Regulation of ornithine decarboxylase (ODC)";"Defective CFTR causes cystic fibrosis";"Interleukin-1 signaling";"Regulation of RAS by GAPs";"GLI3 is processed to GLI3R by the proteasome";"The role of GTSE1 in G2/M progression after G2 checkpoint"
Dcitr02g1516011	11	Reactome: R-HSA-380284;Reactome: R-HSA-2565942;Reactome: R-HSA-3371497;Reactome: R-HSA-6811436;Reactome: R-HSA-380270;Reactome: R-HSA-2132295;Reactome: R-HSA-380320;Reactome: R-HSA-8854518;Reactome: R-HSA-380259;Reactome: R-HSA-6807878;Reactome: R-HSA-5620912	"Loss of proteins required for interphase microtubule organization from the centrosome";"Regulation of PLK1 Activity at G2/M Transition";"HSP90 chaperone cycle for steroid hormone receptors (SHR)";"COPI-independent Golgi-to-ER retrograde traffic";"Recruitment of mitotic centrosome proteins and complexes";"MHC class II antigen presentation";"Recruitment of NuMA to mitotic centrosomes";"AURKA Activation by TPX2";"Loss of Nlp from mitotic centrosomes";"COPI-mediated anterograde transport";"Anchoring of the basal body to the plasma membrane"
Dcitr03g1912011	1	Reactome: R-HSA-1483148	"Synthesis of PG"
Dcitr12g0569011	3	Reactome: R-HSA-72187;Reactome: R-HSA-73856;Reactome: R-HSA-159236	"mRNA 3'-end processing";"RNA Polymerase II Transcription Termination";"Transport of Mature mRNA derived from an Intron-Containing Transcript"
Dcitr01g1936011	1	Reactome: R-HSA-389661	"Glyoxylate metabolism and glycine degradation"
Dcitr06g1526011	1	Reactome: R-HSA-435368	"Zinc efflux and compartmentalization by the SLC30 family"
Dcitr03g0244011	1	Reactome: R-HSA-947581	"Molybdenum cofactor biosynthesis"
Dcitr03g1656011	1	Reactome: R-HSA-74217	"Purine salvage"
Dcitr03g1833011	2	Reactome: R-HSA-1799339;Reactome: R-HSA-6798695	"SRP-dependent cotranslational protein targeting to membrane";"Neutrophil degranulation"
Dcitr06g1405011	1	Reactome: R-HSA-5693607	"Processing of DNA double-strand break ends"
Dcitr10g0140011	12	Reactome: R-HSA-72706;Reactome: R-HSA-975957;Reactome: R-HSA-72689;Reactome: R-HSA-6791226;Reactome: R-HSA-1799339;Reactome: R-HSA-156827;Reactome: R-HSA-9010553;Reactome: R-HSA-156902;Reactome: R-HSA-975956;Reactome: R-HSA-72764;Reactome: R-HSA-2408557;Reactome: R-HSA-192823	"GTP hydrolysis and joining of the 60S ribosomal subunit";"Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)";"Formation of a pool of free 40S subunits";"Major pathway of rRNA processing in the nucleolus and cytosol";"SRP-dependent cotranslational protein targeting to membrane";"L13a-mediated translational silencing of Ceruloplasmin expression";"Regulation of expression of SLITs and ROBOs";"Peptide chain elongation";"Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)";"Eukaryotic Translation Termination";"Selenocysteine synthesis";"Viral mRNA Translation"
Dcitr03g0148011	2	Reactome: R-HSA-163210;Reactome: R-HSA-8949613	"Formation of ATP by chemiosmotic coupling";"Cristae formation"
Dcitr06g0134011	4	Reactome: R-HSA-2214320;Reactome: R-HSA-1474228;Reactome: R-HSA-1650814;Reactome: R-HSA-2243919	"Anchoring fibril formation";"Degradation of the extracellular matrix";"Collagen biosynthesis and modifying enzymes";"Crosslinking of collagen fibrils"
Dcitr00g0257011	1	Reactome: R-HSA-983231	"Factors involved in megakaryocyte development and platelet production"
Dcitr02g2001011	1	Reactome: R-HSA-379716	"Cytosolic tRNA aminoacylation"
Dcitr01g1509011	1	Reactome: R-HSA-75105	"Fatty acyl-CoA biosynthesis"
Dcitr10g0428012	1	Reactome: R-HSA-163125	"Post-translational modification: synthesis of GPI-anchored proteins"
Dcitr07g1119011	7	Reactome: R-HSA-166208;Reactome: R-HSA-429947;Reactome: R-HSA-156827;Reactome: R-HSA-72702;Reactome: R-HSA-72649;Reactome: R-HSA-72706;Reactome: R-HSA-72662	"mTORC1-mediated signalling";"Deadenylation of mRNA";"L13a-mediated translational silencing of Ceruloplasmin expression";"Ribosomal scanning and start codon recognition";"Translation initiation complex formation";"GTP hydrolysis and joining of the 60S ribosomal subunit";"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S"
Dcitr09g0480011	2	Reactome: R-HSA-983231;Reactome: R-HSA-383280	"Factors involved in megakaryocyte development and platelet production";"Nuclear Receptor transcription pathway"
Dcitr09g0336011	1	Reactome: R-HSA-83936	"Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane"
Dcitr01g1078011	1	Reactome: R-HSA-5662702	"Melanin biosynthesis"
Dcitr04g0956011	1	Reactome: R-HSA-5601884	"PIWI-interacting RNA (piRNA) biogenesis"
Dcitr01g0583011	2	Reactome: R-HSA-425393;Reactome: R-HSA-5223345	"Transport of inorganic cations/anions and amino acids/oligopeptides";"Miscellaneous transport and binding events"
Dcitr10g0266011	2	Reactome: R-HSA-983189;Reactome: R-HSA-6811434	"Kinesins";"COPI-dependent Golgi-to-ER retrograde traffic"
Dcitr01g0262011	25	Reactome: R-HSA-168333;Reactome: R-HSA-159231;Reactome: R-HSA-165054;Reactome: R-HSA-159227;Reactome: R-HSA-5578749;Reactome: R-HSA-4570464;Reactome: R-HSA-170822;Reactome: R-HSA-6784531;Reactome: R-HSA-180910;Reactome: R-HSA-191859;Reactome: R-HSA-4085377;Reactome: R-HSA-168271;Reactome: R-HSA-3371453;Reactome: R-HSA-3301854;Reactome: R-HSA-168276;Reactome: R-HSA-4551638;Reactome: R-HSA-1169408;Reactome: R-HSA-168325;Reactome: R-HSA-5619107;Reactome: R-HSA-180746;Reactome: R-HSA-159236;Reactome: R-HSA-3108214;Reactome: R-HSA-4615885;Reactome: R-HSA-3232142;Reactome: R-HSA-159230	"NEP/NS2 Interacts with the Cellular Export Machinery";"Transport of Mature mRNA Derived from an Intronless Transcript";"Rev-mediated nuclear export of HIV RNA";"Transport of the SLBP independent Mature mRNA";"Transcriptional regulation by small RNAs";"SUMOylation of RNA binding proteins";"Regulation of Glucokinase by Glucokinase Regulatory Protein";"tRNA processing in the nucleus";"Vpr-mediated nuclear import of PICs";"snRNP Assembly";"SUMOylation of SUMOylation proteins";"Transport of Ribonucleoproteins into the Host Nucleus";"Regulation of HSF1-mediated heat shock response";"Nuclear Pore Complex (NPC) Disassembly";"NS1 Mediated Effects on Host Pathways";"SUMOylation of chromatin organization proteins";"ISG15 antiviral mechanism";"Viral Messenger RNA Synthesis";"Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC)";"Nuclear import of Rev protein";"Transport of Mature mRNA derived from an Intron-Containing Transcript";"SUMOylation of DNA damage response and repair proteins";"SUMOylation of DNA replication proteins";"SUMOylation of ubiquitinylation proteins";"Transport of the SLBP Dependant Mature mRNA"
Dcitr07g0915011	3	Reactome: R-HSA-9033241;Reactome: R-HSA-75896;Reactome: R-HSA-9033500	"Peroxisomal protein import";"Plasmalogen biosynthesis";"TYSND1 cleaves peroxisomal proteins"
Dcitr02g1489012	2	Reactome: R-HSA-6798695;Reactome: R-HSA-74217	"Neutrophil degranulation";"Purine salvage"
Dcitr00g0456012	1	Reactome: R-HSA-176974	"Unwinding of DNA"
Dcitr02g0239011	3	Reactome: R-HSA-3232118;Reactome: R-HSA-4090294;Reactome: R-HSA-3899300	"SUMOylation of transcription factors";"SUMOylation of intracellular receptors";"SUMOylation of transcription cofactors"
Dcitr00g0537011	15	Reactome: R-HSA-72689;Reactome: R-HSA-72702;Reactome: R-HSA-6791226;Reactome: R-HSA-1799339;Reactome: R-HSA-156827;Reactome: R-HSA-9010553;Reactome: R-HSA-72706;Reactome: R-HSA-975957;Reactome: R-HSA-72695;Reactome: R-HSA-72764;Reactome: R-HSA-2408557;Reactome: R-HSA-72649;Reactome: R-HSA-192823;Reactome: R-HSA-156902;Reactome: R-HSA-975956	"Formation of a pool of free 40S subunits";"Ribosomal scanning and start codon recognition";"Major pathway of rRNA processing in the nucleolus and cytosol";"SRP-dependent cotranslational protein targeting to membrane";"L13a-mediated translational silencing of Ceruloplasmin expression";"Regulation of expression of SLITs and ROBOs";"GTP hydrolysis and joining of the 60S ribosomal subunit";"Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)";"Formation of the ternary complex, and subsequently, the 43S complex";"Eukaryotic Translation Termination";"Selenocysteine synthesis";"Translation initiation complex formation";"Viral mRNA Translation";"Peptide chain elongation";"Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)"
Dcitr11g0401011	1	Reactome: R-HSA-6811440	"Retrograde transport at the Trans-Golgi-Network"
Dcitr11g0681011	1	Reactome: R-HSA-8876198	"RAB GEFs exchange GTP for GDP on RABs"
Dcitr03g1420011	6	Reactome: R-HSA-9013507;Reactome: R-HSA-2894862;Reactome: R-HSA-2122948;Reactome: R-HSA-2979096;Reactome: R-HSA-2644606;Reactome: R-HSA-2691232	"NOTCH3 Activation and Transmission of Signal to the Nucleus";"Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants";"Activated NOTCH1 Transmits Signal to the Nucleus";"NOTCH2 Activation and Transmission of Signal to the Nucleus";"Constitutive Signaling by NOTCH1 PEST Domain Mutants";"Constitutive Signaling by NOTCH1 HD Domain Mutants"
Dcitr12g0487011	1	Reactome: R-HSA-73614	"Pyrimidine salvage"
Dcitr07g0824011	1	Reactome: R-HSA-196757	"Metabolism of folate and pterines"
Dcitr09g0578011	1	Reactome: R-HSA-8949613	"Cristae formation"
Dcitr06g1420011	1	Reactome: R-HSA-70171	"Glycolysis"
Dcitr04g0310011	1	Reactome: R-HSA-111465	"Apoptotic cleavage of cellular proteins"
Dcitr10g0153011	3	Reactome: R-HSA-5419276;Reactome: R-HSA-5368286;Reactome: R-HSA-5389840	"Mitochondrial translation termination";"Mitochondrial translation initiation";"Mitochondrial translation elongation"
Dcitr12g0745011	1	Reactome: R-HSA-419771	"Opsins"
Dcitr04g1520011	1	Reactome: R-HSA-159236	"Transport of Mature mRNA derived from an Intron-Containing Transcript"
Dcitr05g1086011	3	Reactome: R-HSA-6791226;Reactome: R-HSA-6790901;Reactome: R-HSA-8951664	"Major pathway of rRNA processing in the nucleolus and cytosol";"rRNA modification in the nucleus and cytosol";"Neddylation"
Dcitr07g0779011	1	Reactome: R-HSA-8951664	"Neddylation"
Dcitr04g1697011	6	Reactome: R-HSA-380994;Reactome: R-HSA-429958;Reactome: R-HSA-6791226;Reactome: R-HSA-450513;Reactome: R-HSA-450385;Reactome: R-HSA-450604	"ATF4 activates genes in response to endoplasmic reticulum stress";"mRNA decay by 3' to 5' exoribonuclease";"Major pathway of rRNA processing in the nucleolus and cytosol";"Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA";"Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA";"KSRP (KHSRP) binds and destabilizes mRNA"
Dcitr06g1552012	2	Reactome: R-HSA-201722;Reactome: R-HSA-3769402	"Formation of the beta-catenin:TCF transactivating complex";"Deactivation of the beta-catenin transactivating complex"
Dcitr02g0574011	1	Reactome: R-HSA-5620924	"Intraflagellar transport"
Dcitr08g0940011	1	Reactome: R-HSA-75876	"Synthesis of very long-chain fatty acyl-CoAs"
Dcitr03g0625011	11	Reactome: R-HSA-75953;Reactome: R-HSA-167162;Reactome: R-HSA-6804756;Reactome: R-HSA-5689880;Reactome: R-HSA-73779;Reactome: R-HSA-3214847;Reactome: R-HSA-167172;Reactome: R-HSA-167161;Reactome: R-HSA-674695;Reactome: R-HSA-73776;Reactome: R-HSA-76042	"RNA Polymerase II Transcription Initiation";"RNA Polymerase II HIV Promoter Escape";"Regulation of TP53 Activity through Phosphorylation";"Ub-specific processing proteases";"RNA Polymerase II Transcription Pre-Initiation And Promoter Opening";"HATs acetylate histones";"Transcription of the HIV genome";"HIV Transcription Initiation";"RNA Polymerase II Pre-transcription Events";"RNA Polymerase II Promoter Escape";"RNA Polymerase II Transcription Initiation And Promoter Clearance"
Dcitr07g0403011	1	Reactome: R-HSA-189085	"Digestion of dietary carbohydrate"
Dcitr04g1058012	1	Reactome: R-HSA-499943	"Interconversion of nucleotide di- and triphosphates"
Dcitr10g0911011	1	Reactome: R-HSA-964975	"Vitamins B6 activation to pyridoxal phosphate"
Dcitr12g0389011	2	Reactome: R-HSA-6799198;Reactome: R-HSA-611105	"Complex I biogenesis";"Respiratory electron transport"
Dcitr10g0702011	3	Reactome: R-HSA-1445148;Reactome: R-HSA-264876;Reactome: R-HSA-5620916	"Translocation of SLC2A4 (GLUT4) to the plasma membrane";"Insulin processing";"VxPx cargo-targeting to cilium"
Dcitr08g0505011	2	Reactome: R-HSA-5576893;Reactome: R-HSA-5576892	"Phase 2 - plateau phase";"Phase 0 - rapid depolarisation"
Dcitr01g0474011	57	Reactome: R-HSA-174084;Reactome: R-HSA-983168;Reactome: R-HSA-349425;Reactome: R-HSA-174113;Reactome: R-HSA-2871837;Reactome: R-HSA-1169091;Reactome: R-HSA-174184;Reactome: R-HSA-5607764;Reactome: R-HSA-382556;Reactome: R-HSA-5610783;Reactome: R-HSA-180585;Reactome: R-HSA-5689880;Reactome: R-HSA-202424;Reactome: R-HSA-9604323;Reactome: R-HSA-5607761;Reactome: R-HSA-1234176;Reactome: R-HSA-8951664;Reactome: R-HSA-195253;Reactome: R-HSA-5610785;Reactome: R-HSA-5658442;Reactome: R-HSA-8852276;Reactome: R-HSA-9020702;Reactome: R-HSA-5678895;Reactome: R-HSA-350562;Reactome: R-HSA-5689603;Reactome: R-HSA-6798695;Reactome: R-HSA-2467813;Reactome: R-HSA-5632684;Reactome: R-HSA-68949;Reactome: R-HSA-1236978;Reactome: R-HSA-8854050;Reactome: R-HSA-174154;Reactome: R-HSA-5687128;Reactome: R-HSA-180534;Reactome: R-HSA-5610780;Reactome: R-HSA-69601;Reactome: R-HSA-5668541;Reactome: R-HSA-69481;Reactome: R-HSA-450408;Reactome: R-HSA-8939236;Reactome: R-HSA-4641257;Reactome: R-HSA-4641258;Reactome: R-HSA-9010553;Reactome: R-HSA-211733;Reactome: R-HSA-5358346;Reactome: R-HSA-1236974;Reactome: R-HSA-69017;Reactome: R-HSA-68827;Reactome: R-HSA-5676590;Reactome: R-HSA-75815;Reactome: R-HSA-8939902;Reactome: R-HSA-5362768;Reactome: R-HSA-8941858;Reactome: R-HSA-187577;Reactome: R-HSA-8948751;Reactome: R-HSA-174178;Reactome: R-HSA-4608870	"Autodegradation of Cdh1 by Cdh1:APC/C";"Antigen processing: Ubiquitination &amp; Proteasome degradation";"Autodegradation of the E3 ubiquitin ligase COP1";"SCF-beta-TrCP mediated degradation of Emi1";"FCERI mediated NF-kB activation";"Activation of NF-kappaB in B cells";"Cdc20:Phospho-APC/C mediated degradation of Cyclin A";"CLEC7A (Dectin-1) signaling";"ABC-family proteins mediated transport";"Degradation of GLI2 by the proteasome";"Vif-mediated degradation of APOBEC3G";"Ub-specific processing proteases";"Downstream TCR signaling";"Negative regulation of NOTCH4 signaling";"Dectin-1 mediated noncanonical NF-kB signaling";"Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha";"Neddylation";"Degradation of beta-catenin by the destruction complex";"GLI3 is processed to GLI3R by the proteasome";"Regulation of RAS by GAPs";"The role of GTSE1 in G2/M progression after G2 checkpoint";"Interleukin-1 signaling";"Defective CFTR causes cystic fibrosis";"Regulation of ornithine decarboxylase (ODC)";"UCH proteinases";"Neutrophil degranulation";"Separation of Sister Chromatids";"Hedgehog 'on' state";"Orc1 removal from chromatin";"Cross-presentation of soluble exogenous antigens (endosomes)";"FBXL7 down-regulates AURKA during mitotic entry and in early mitosis";"APC/C:Cdc20 mediated degradation of Securin";"MAPK6/MAPK4 signaling";"Vpu mediated degradation of CD4";"Degradation of GLI1 by the proteasome";"Ubiquitin Mediated Degradation of Phosphorylated Cdc25A";"TNFR2 non-canonical NF-kB pathway";"G2/M Checkpoints";"AUF1 (hnRNP D0) binds and destabilizes mRNA";"RUNX1 regulates transcription of genes involved in differentiation of HSCs";"Degradation of AXIN";"Degradation of DVL";"Regulation of expression of SLITs and ROBOs";"Regulation of activated PAK-2p34 by proteasome mediated degradation";"Hedgehog ligand biogenesis";"ER-Phagosome pathway";"CDK-mediated phosphorylation and removal of Cdc6";"CDT1 association with the CDC6:ORC:origin complex";"NIK--&gt;noncanonical NF-kB signaling";"Ubiquitin-dependent degradation of Cyclin D";"Regulation of RUNX2 expression and activity";"Hh mutants that don't undergo autocatalytic processing are degraded by ERAD";"Regulation of RUNX3 expression and activity";"SCF(Skp2)-mediated degradation of p27/p21";"Regulation of PTEN stability and activity";"APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1";"Asymmetric localization of PCP proteins"
